User Name,Start Time,Location,Call Quality,Duration(s),Audio Packet Loss (%),Audio Latency (ms),Call Type
Riley Park,2026-08-29 16:14:27,Dallas,Good,2206,0.06,51,SIP_ENTERPRISE
Priya Nair,2026-08-28 19:06:55,Dallas,Good,380,0.01,24,SIP_ENTERPRISE
Priya Nair,2026-08-19 13:46:05,Denver,Fair,894,0.51,29,SIP_INBOUND
Morgan Quinn,2026-09-05 14:08:56,Singapore,Fair,897,0.75,85,SIP_ENTERPRISE
Riley Park,2026-08-15 10:26:56,Dallas,Fair,2216,0.17,23,SIP_INBOUND
Taylor Brooks,2026-08-18 12:39:58,London,Good,889,0.27,41,SIP_ENTERPRISE
Morgan Quinn,2026-08-18 23:53:15,Denver,Good,567,0.33,58,SIP_ENTERPRISE
Alex Morgan,2026-08-14 04:05:23,Denver,Fair,1903,0.12,26,SIP_INBOUND
Morgan Quinn,2026-09-05 22:26:15,Dallas,Fair,76,0.51,52,SIP_NATIONAL
Morgan Quinn,2026-09-02 15:10:11,London,Poor,1774,3.34,235,SIP_NATIONAL
Alex Morgan,2026-08-28 23:08:41,Chicago,Good,913,0.28,41,SIP_MOBILE
Riley Park,2026-08-14 00:10:12,Chicago,Fair,1967,0.37,25,SIP_INBOUND
Jamie Ortiz,2026-08-30 13:09:05,Dallas,Good,1521,0.38,79,SIP_ENTERPRISE
Casey Rivera,2026-08-23 13:09:24,Denver,Poor,1405,1.12,260,SIP_ENTERPRISE
Priya Nair,2026-08-06 23:22:25,London,Fair,1186,0.43,53,SIP_ENTERPRISE
Casey Rivera,2026-08-28 23:28:39,London,Good,2273,0.75,31,SIP_ENTERPRISE
Casey Rivera,2026-08-29 03:52:47,London,Fair,252,0.51,73,SIP_ENTERPRISE
Sam Chen,2026-08-12 14:52:56,London,Fair,2377,0.05,58,SIP_ENTERPRISE
Sam Chen,2026-08-22 09:49:36,Singapore,Good,1841,0.55,33,SIP_INBOUND
Jamie Ortiz,2026-08-28 02:01:38,Chicago,Good,820,0.74,38,SIP_INBOUND
Priya Nair,2026-08-09 11:16:58,Dallas,Good,2214,0.55,55,SIP_ENTERPRISE
Jordan Lee,2026-08-13 05:52:23,Chicago,Fair,671,0.45,57,SIP_ENTERPRISE
Alex Morgan,2026-08-06 01:15:37,Denver,Fair,1293,0.73,83,SIP_ENTERPRISE
Jamie Ortiz,2026-08-12 00:12:16,Chicago,Good,467,0.16,45,SIP_INBOUND
Casey Rivera,2026-08-23 16:55:30,Singapore,Fair,140,0.19,49,SIP_ENTERPRISE
Jordan Lee,2026-09-04 04:19:32,Dallas,Fair,911,0.27,44,SIP_ENTERPRISE
Jordan Lee,2026-08-25 13:49:13,Singapore,Good,2064,0.57,87,SIP_MOBILE
Alex Morgan,2026-08-14 19:51:39,Singapore,Good,952,0.7,32,SIP_ENTERPRISE
Alex Morgan,2026-08-20 12:58:06,Chicago,Good,414,0.66,70,SIP_ENTERPRISE
Alex Morgan,2026-08-17 18:21:34,Dallas,Fair,1111,0.44,56,SIP_ENTERPRISE
Priya Nair,2026-08-13 20:22:58,Dallas,Good,1614,0.12,67,SIP_ENTERPRISE
Casey Rivera,2026-08-29 20:17:23,London,Fair,466,0.7,48,SIP_ENTERPRISE
Taylor Brooks,2026-08-09 15:10:10,Singapore,Good,943,0.28,27,SIP_ENTERPRISE
Riley Park,2026-09-03 11:43:54,Singapore,Fair,1545,0.27,71,SIP_INBOUND
Riley Park,2026-08-25 08:27:31,Dallas,Fair,246,0.61,75,SIP_ENTERPRISE
Jordan Lee,2026-08-20 03:51:47,Dallas,Good,484,0.77,36,SIP_ENTERPRISE
Jordan Lee,2026-08-29 15:37:19,Denver,Good,1912,0.26,41,SIP_INTERNATIONAL
Casey Rivera,2026-08-08 18:59:37,Singapore,Fair,1887,0.67,75,SIP_ENTERPRISE
Casey Rivera,2026-08-31 01:19:10,Dallas,Good,1361,0.18,78,SIP_ENTERPRISE
Taylor Brooks,2026-08-16 12:06:32,Singapore,Good,1496,0.11,49,SIP_ENTERPRISE
Jordan Lee,2026-08-27 22:58:04,Denver,Fair,26,0.67,86,SIP_ENTERPRISE
Jordan Lee,2026-08-10 00:47:21,Singapore,Fair,1493,0.04,76,SIP_ENTERPRISE
Casey Rivera,2026-08-12 14:35:39,Denver,Fair,1667,0.29,63,SIP_ENTERPRISE
Marcus Webb,2026-08-23 23:56:28,Denver,Fair,1361,0.71,54,SIP_ENTERPRISE
Marcus Webb,2026-08-29 01:43:27,Denver,Good,576,0.08,37,SIP_ENTERPRISE
Jordan Lee,2026-09-02 17:15:22,Chicago,Good,1241,0.48,36,SIP_ENTERPRISE
Jordan Lee,2026-08-12 11:39:59,Dallas,Good,695,0.64,51,SIP_ENTERPRISE
Priya Nair,2026-09-01 23:29:43,Singapore,Fair,639,0.15,77,SIP_ENTERPRISE
Priya Nair,2026-08-08 08:08:44,Denver,Good,860,0.78,29,SIP_ENTERPRISE
Casey Rivera,2026-08-14 13:50:59,Singapore,Good,1997,0.18,69,SIP_INBOUND
Jordan Lee,2026-09-04 06:34:06,Denver,Poor,1421,1.5,263,SIP_INBOUND
Taylor Brooks,2026-08-20 06:00:53,London,Good,2149,0.09,81,SIP_ENTERPRISE
Taylor Brooks,2026-08-07 13:51:04,Chicago,Fair,820,0.61,49,SIP_NATIONAL
Jamie Ortiz,2026-08-20 21:33:51,Chicago,Good,1950,0.36,74,SIP_ENTERPRISE
Marcus Webb,2026-08-25 06:42:56,Chicago,Poor,171,0.18,301,SIP_INBOUND
Casey Rivera,2026-08-29 11:43:50,Chicago,Poor,1013,1.56,225,SIP_ENTERPRISE
Alex Morgan,2026-08-11 20:15:20,London,Fair,1079,0.74,57,SIP_ENTERPRISE
Taylor Brooks,2026-08-16 10:02:44,Denver,Good,410,0.35,85,SIP_ENTERPRISE
Riley Park,2026-08-13 06:20:12,London,Good,693,0.76,23,SIP_INBOUND
Morgan Quinn,2026-08-17 11:08:50,Singapore,Good,2113,0.38,77,SIP_ENTERPRISE
Casey Rivera,2026-08-07 14:51:05,Singapore,Fair,1344,0.22,60,SIP_ENTERPRISE
Marcus Webb,2026-08-15 07:05:18,Denver,Good,2242,0.76,30,SIP_ENTERPRISE
Jamie Ortiz,2026-08-24 09:34:30,Dallas,Good,2197,0.46,68,SIP_INBOUND
Priya Nair,2026-08-12 23:22:56,Chicago,Good,437,0.1,53,SIP_MOBILE
Riley Park,2026-08-13 07:06:33,Chicago,Poor,241,0.97,124,SIP_ENTERPRISE
Alex Morgan,2026-09-03 06:42:56,Chicago,Good,1136,0.69,62,SIP_ENTERPRISE
Priya Nair,2026-08-21 23:46:28,Chicago,Fair,966,0.2,83,SIP_NATIONAL
Taylor Brooks,2026-09-02 02:33:06,Chicago,Good,1885,0.1,82,SIP_ENTERPRISE
Alex Morgan,2026-08-07 19:06:01,London,Fair,1379,0.4,77,SIP_NATIONAL
Marcus Webb,2026-09-03 11:43:20,Chicago,Fair,1890,0.56,76,SIP_ENTERPRISE
Riley Park,2026-08-30 10:53:51,Chicago,Good,1481,0.08,20,SIP_ENTERPRISE
Marcus Webb,2026-08-16 00:27:27,Dallas,Good,1989,0.7,66,SIP_INBOUND
Riley Park,2026-08-30 07:21:35,Chicago,Good,1543,0.43,59,SIP_NATIONAL
Priya Nair,2026-08-06 18:28:43,Denver,Good,522,0.75,39,UNKNOWN
Jordan Lee,2026-09-05 20:56:19,Denver,Good,509,0.36,25,SIP_ENTERPRISE
Priya Nair,2026-09-03 22:42:45,Dallas,Good,1628,0.2,31,SIP_NATIONAL
Jamie Ortiz,2026-09-05 19:56:03,Singapore,Fair,1515,0.17,71,SIP_INBOUND
Jamie Ortiz,2026-08-29 00:30:33,Singapore,Fair,1726,0.62,27,SIP_INTERNATIONAL
Priya Nair,2026-09-03 10:29:18,Singapore,Fair,2381,0.44,44,SIP_ENTERPRISE
Marcus Webb,2026-08-29 22:18:14,Chicago,Good,1338,0.17,53,SIP_NATIONAL
Marcus Webb,2026-08-20 02:13:04,Denver,Good,875,0.74,60,SIP_ENTERPRISE
Sam Chen,2026-08-16 10:28:46,Dallas,Fair,386,0.77,39,SIP_INBOUND
Riley Park,2026-08-09 14:41:00,London,Good,689,0.69,86,SIP_ENTERPRISE
Alex Morgan,2026-08-29 16:33:52,Singapore,Fair,1626,0.7,38,SIP_ENTERPRISE
Morgan Quinn,2026-08-13 12:08:41,Dallas,Good,999,0.75,23,SIP_MOBILE
Morgan Quinn,2026-08-21 20:39:06,Denver,Fair,714,0.41,74,SIP_ENTERPRISE
Casey Rivera,2026-08-28 01:47:02,Singapore,Good,1002,0.2,42,SIP_NATIONAL
Casey Rivera,2026-08-14 11:07:25,Denver,Good,1604,0.72,83,SIP_ENTERPRISE
Priya Nair,2026-09-05 20:45:31,Chicago,Fair,659,0.67,26,SIP_INBOUND
Morgan Quinn,2026-08-29 21:11:22,Dallas,Fair,900,0.7,48,SIP_ENTERPRISE
Jamie Ortiz,2026-08-06 02:29:21,Chicago,Good,1501,0.01,36,SIP_INBOUND
Taylor Brooks,2026-08-30 12:40:53,Singapore,Good,2102,0.44,36,SIP_ENTERPRISE
Jordan Lee,2026-08-09 08:35:21,Singapore,Fair,1367,0.16,23,SIP_INBOUND
Alex Morgan,2026-09-05 06:50:45,Chicago,Good,301,0.29,34,SIP_INBOUND
Sam Chen,2026-08-27 18:10:10,Denver,Fair,1029,0.79,76,SIP_ENTERPRISE
Jamie Ortiz,2026-08-31 15:02:20,Dallas,Good,2182,0.03,81,SIP_INTERNATIONAL
Sam Chen,2026-08-13 18:52:37,Chicago,Fair,1402,0.15,64,SIP_INBOUND
Priya Nair,2026-08-23 21:56:48,Denver,Good,146,0.25,32,SIP_ENTERPRISE
Taylor Brooks,2026-08-28 00:57:24,London,Fair,417,0.75,58,SIP_ENTERPRISE
Alex Morgan,2026-08-28 12:10:57,Denver,Good,402,0.28,34,SIP_ENTERPRISE
Sam Chen,2026-08-16 19:15:45,Singapore,Good,1636,0.07,67,SIP_SHORTCODE
Marcus Webb,2026-09-02 00:54:39,Dallas,Good,1363,0.38,76,SIP_ENTERPRISE
Alex Morgan,2026-08-30 05:02:46,London,Good,2273,0.34,21,SIP_ENTERPRISE
Casey Rivera,2026-08-14 22:39:51,Denver,Fair,1112,0.27,28,SIP_ENTERPRISE
Jordan Lee,2026-08-14 05:30:21,London,Good,2373,0.3,29,SIP_ENTERPRISE
Marcus Webb,2026-08-13 12:43:11,Dallas,Good,1024,0.38,40,SIP_ENTERPRISE
Casey Rivera,2026-08-15 21:45:20,Denver,Fair,713,0.35,71,SIP_INBOUND
Sam Chen,2026-08-18 01:48:04,Dallas,Fair,1304,0.18,22,SIP_NATIONAL
Sam Chen,2026-08-11 14:37:28,Singapore,Poor,961,1.59,143,SIP_INBOUND
Alex Morgan,2026-08-22 00:39:51,London,Good,194,0.73,26,SIP_INBOUND
Taylor Brooks,2026-08-13 13:34:35,Singapore,Good,107,0.28,68,SIP_ENTERPRISE
Morgan Quinn,2026-08-15 18:47:26,Dallas,Fair,980,0.44,29,SIP_ENTERPRISE
Sam Chen,2026-08-07 16:05:39,Chicago,Good,1887,0.02,70,SIP_ENTERPRISE
Sam Chen,2026-08-08 05:10:13,Singapore,Good,1641,0.55,80,SIP_ENTERPRISE
Riley Park,2026-09-02 15:05:47,Denver,Good,173,0.29,41,SIP_NATIONAL
Jamie Ortiz,2026-08-31 04:30:59,London,Good,2351,0.21,48,SIP_NATIONAL
Casey Rivera,2026-09-04 17:03:51,Singapore,Good,530,0.12,50,SIP_ENTERPRISE
Jamie Ortiz,2026-08-22 10:22:41,Denver,Fair,485,0.52,86,SIP_ENTERPRISE
Alex Morgan,2026-09-03 05:17:41,Dallas,Fair,975,0.55,87,SIP_MOBILE
Sam Chen,2026-08-30 09:07:41,Denver,Good,1040,0.52,65,SIP_ENTERPRISE
Jamie Ortiz,2026-08-28 10:11:25,Dallas,Fair,1847,0.39,61,UNKNOWN
Sam Chen,2026-09-04 23:02:20,Singapore,Poor,1846,2.37,146,SIP_ENTERPRISE
Casey Rivera,2026-08-30 23:40:59,London,Fair,188,0.64,86,SIP_ENTERPRISE
Morgan Quinn,2026-08-18 01:54:00,London,Good,1333,0.8,69,UNKNOWN
Jordan Lee,2026-08-26 02:38:03,Denver,Good,1438,0.24,88,SIP_ENTERPRISE
Marcus Webb,2026-09-04 08:58:13,Denver,Fair,1062,0.4,46,SIP_INBOUND
Alex Morgan,2026-09-01 11:52:24,Chicago,Good,2338,0.32,75,SIP_ENTERPRISE
Casey Rivera,2026-08-27 19:09:18,Chicago,Good,870,0.42,25,SIP_MOBILE
Casey Rivera,2026-08-24 07:23:30,Denver,Good,1707,0.27,77,SIP_ENTERPRISE
Sam Chen,2026-08-29 23:31:44,Dallas,Fair,2337,0.12,43,SIP_NATIONAL
Sam Chen,2026-09-04 11:33:08,Singapore,Poor,863,0.29,243,SIP_ENTERPRISE
Sam Chen,2026-08-26 06:58:49,Chicago,Fair,1743,0.51,20,SIP_INBOUND
Jamie Ortiz,2026-08-22 07:40:45,Singapore,Good,311,0.23,80,SIP_ENTERPRISE
Priya Nair,2026-09-02 19:01:53,Singapore,Good,1217,0.17,26,SIP_INTERNATIONAL
Casey Rivera,2026-08-06 23:16:00,Singapore,Poor,616,3.95,233,SIP_INBOUND
Priya Nair,2026-08-19 23:22:05,London,Good,1918,0.12,33,SIP_ENTERPRISE
Marcus Webb,2026-08-14 11:16:42,London,Good,374,0.15,21,SIP_ENTERPRISE
Priya Nair,2026-08-10 08:21:26,Chicago,Fair,1354,0.13,88,SIP_INBOUND
Jamie Ortiz,2026-08-20 12:51:09,Dallas,Good,0,0.03,81,SIP_INTERNATIONAL
Taylor Brooks,2026-09-02 10:17:21,London,Good,1877,0.6,33,SIP_INBOUND
Taylor Brooks,2026-09-03 22:46:46,Dallas,Poor,1692,3.25,176,SIP_ENTERPRISE
Casey Rivera,2026-08-17 11:28:57,Dallas,Good,1574,0.1,32,SIP_ENTERPRISE
Riley Park,2026-08-08 16:19:35,Chicago,Good,690,0.45,66,SIP_ENTERPRISE
Taylor Brooks,2026-08-20 15:39:39,Denver,Good,592,0.2,44,SIP_INBOUND
Riley Park,2026-08-19 07:21:36,Dallas,Fair,1334,0.68,41,SIP_INBOUND
Morgan Quinn,2026-08-18 21:06:05,London,Good,1894,0.26,45,SIP_NATIONAL
Alex Morgan,2026-08-14 13:00:13,Chicago,Poor,523,0.75,278,SIP_ENTERPRISE
Jordan Lee,2026-08-14 07:47:51,Dallas,Good,1559,0.68,62,SIP_ENTERPRISE
Marcus Webb,2026-08-09 21:23:08,London,Good,1334,0.56,56,SIP_NATIONAL
Alex Morgan,2026-08-16 11:50:10,Chicago,Good,2311,0.39,60,SIP_INBOUND
Taylor Brooks,2026-08-11 15:47:40,Singapore,Fair,1970,0.77,33,SIP_ENTERPRISE
Taylor Brooks,2026-08-13 01:15:08,Singapore,Fair,1098,0.79,45,SIP_MOBILE
Jordan Lee,2026-08-17 07:04:59,Dallas,Fair,1894,0.72,55,SIP_ENTERPRISE
Sam Chen,2026-08-27 09:38:06,Chicago,Fair,1554,0.16,83,SIP_INBOUND
Jordan Lee,2026-08-22 13:43:52,Denver,Good,1636,0.12,69,SIP_MOBILE
Jamie Ortiz,2026-08-18 09:23:58,London,Good,510,0.52,64,SIP_ENTERPRISE
Jamie Ortiz,2026-08-12 14:50:11,Singapore,Fair,2036,0.44,49,SIP_ENTERPRISE
Priya Nair,2026-08-29 04:57:38,Singapore,Good,2179,0.6,62,SIP_MOBILE
Jordan Lee,2026-08-22 10:17:12,Dallas,Fair,1862,0.25,25,SIP_MOBILE
Casey Rivera,2026-08-19 12:06:34,Denver,Good,1717,0.15,70,SIP_MOBILE
Morgan Quinn,2026-08-09 07:01:18,Chicago,Fair,2084,0.41,57,SIP_MOBILE
Casey Rivera,2026-08-26 22:17:00,Singapore,Good,1978,0.27,66,SIP_INBOUND
Alex Morgan,2026-09-04 23:04:55,Chicago,Poor,1313,0.5,152,SIP_INBOUND
Riley Park,2026-08-25 07:55:11,Denver,Fair,440,0.75,68,SIP_ENTERPRISE
Casey Rivera,2026-08-08 21:08:33,Chicago,Good,2119,0.48,87,SIP_ENTERPRISE
Sam Chen,2026-08-17 21:58:32,London,Good,793,0.12,28,SIP_ENTERPRISE
Sam Chen,2026-08-22 12:17:46,Denver,Good,1588,0.54,46,SIP_NATIONAL
Jordan Lee,2026-08-16 04:24:07,Chicago,Poor,921,3.08,307,SIP_ENTERPRISE
Jordan Lee,2026-08-12 01:40:59,Denver,Good,49,0.14,67,UNKNOWN
Morgan Quinn,2026-08-10 21:11:16,Chicago,Fair,68,0.59,48,SIP_MOBILE
Riley Park,2026-08-18 03:12:04,London,Good,266,0.77,56,SIP_MOBILE
Casey Rivera,2026-08-10 19:23:54,Singapore,Good,1659,0.46,69,SIP_INBOUND
Morgan Quinn,2026-08-19 10:15:22,Dallas,Fair,2074,0.58,89,SIP_ENTERPRISE
Marcus Webb,2026-08-31 10:45:42,Denver,Good,369,0.79,34,SIP_MOBILE
Sam Chen,2026-08-25 12:03:07,Singapore,Good,1552,0.3,52,SIP_ENTERPRISE
Jordan Lee,2026-08-19 13:26:09,Singapore,Good,1350,0.12,80,SIP_NATIONAL
Priya Nair,2026-08-16 08:52:20,Denver,Good,2204,0.07,57,SIP_MOBILE
Marcus Webb,2026-08-14 00:01:42,Chicago,Good,580,0.78,67,SIP_ENTERPRISE
Taylor Brooks,2026-08-25 17:10:18,Dallas,Fair,918,0.09,41,SIP_ENTERPRISE
Marcus Webb,2026-08-11 01:50:03,Denver,Poor,506,3.68,373,SIP_INBOUND
Alex Morgan,2026-09-03 20:08:39,Chicago,Good,522,0.37,34,SIP_SHORTCODE
Priya Nair,2026-09-04 18:41:07,Chicago,Good,220,0.72,61,SIP_INBOUND
Priya Nair,2026-08-30 10:22:05,London,Good,2136,0.61,64,SIP_ENTERPRISE
Riley Park,2026-08-12 06:06:17,Chicago,Poor,1089,2.76,120,SIP_ENTERPRISE
Jordan Lee,2026-08-25 02:58:47,Chicago,Fair,2239,0.16,78,SIP_ENTERPRISE
Marcus Webb,2026-08-17 20:56:32,Singapore,Good,1158,0.61,63,SIP_ENTERPRISE
Marcus Webb,2026-09-03 12:10:56,Chicago,Good,853,0.66,52,SIP_ENTERPRISE
Morgan Quinn,2026-08-13 03:49:45,London,Good,113,0.38,63,SIP_ENTERPRISE
Casey Rivera,2026-08-14 08:49:31,Singapore,Poor,0,1.95,147,SIP_INTERNATIONAL
Morgan Quinn,2026-08-22 09:49:56,Singapore,Poor,2361,4.29,174,SIP_ENTERPRISE
Alex Morgan,2026-08-07 21:20:06,Singapore,Good,2020,0.14,38,SIP_ENTERPRISE
Alex Morgan,2026-08-20 20:41:29,Denver,Fair,954,0.63,74,SIP_INBOUND
Taylor Brooks,2026-09-04 11:10:43,Chicago,Good,1338,0.75,47,SIP_ENTERPRISE
Sam Chen,2026-09-02 22:13:39,Singapore,Fair,750,0.38,52,SIP_ENTERPRISE
Jamie Ortiz,2026-08-24 18:32:54,Dallas,Good,922,0.17,79,SIP_INTERNATIONAL
Alex Morgan,2026-08-11 23:01:33,London,Good,1925,0.38,21,SIP_INBOUND
Jordan Lee,2026-08-09 21:44:30,Singapore,Fair,831,0.57,23,SIP_INBOUND
Sam Chen,2026-08-28 04:02:28,Denver,Good,946,0.19,42,SIP_ENTERPRISE
Morgan Quinn,2026-09-04 08:44:29,Chicago,Good,306,0.35,54,SIP_INBOUND
Alex Morgan,2026-08-27 20:42:51,Dallas,Fair,164,0.26,70,SIP_ENTERPRISE
Alex Morgan,2026-08-17 20:53:52,Dallas,Poor,2273,3.06,127,SIP_INBOUND
Marcus Webb,2026-08-06 23:42:11,Singapore,Fair,534,0.11,26,SIP_ENTERPRISE
Alex Morgan,2026-09-05 23:28:06,Dallas,Good,375,0.61,50,SIP_ENTERPRISE
Marcus Webb,2026-08-07 03:08:35,London,Good,2336,0.38,79,SIP_INBOUND
Morgan Quinn,2026-08-13 21:46:20,London,Good,927,0.39,48,SIP_INBOUND
Sam Chen,2026-08-30 01:34:10,Denver,Good,446,0.27,53,SIP_ENTERPRISE
Riley Park,2026-08-29 06:47:21,Singapore,Poor,2284,2.94,179,SIP_NATIONAL
Riley Park,2026-08-21 08:21:52,Denver,Fair,174,0.38,41,SIP_INBOUND
Casey Rivera,2026-08-12 03:44:56,Singapore,Good,2252,0.45,30,SIP_ENTERPRISE
Morgan Quinn,2026-08-29 05:45:24,Denver,Good,302,0.25,55,SIP_NATIONAL
Marcus Webb,2026-08-29 01:37:58,Singapore,Good,1032,0.27,47,SIP_ENTERPRISE
Marcus Webb,2026-08-15 19:28:05,London,Good,1863,0.54,35,SIP_ENTERPRISE
Alex Morgan,2026-08-27 10:44:27,Singapore,Good,1023,0.65,72,SIP_NATIONAL
Priya Nair,2026-08-06 02:50:46,Denver,Good,649,0.02,82,SIP_ENTERPRISE
Riley Park,2026-08-26 19:48:41,Singapore,Good,1130,0.01,78,SIP_ENTERPRISE
Casey Rivera,2026-08-27 10:16:08,Singapore,Good,1847,0.15,78,SIP_NATIONAL
Casey Rivera,2026-08-15 18:30:07,Dallas,Fair,1103,0.24,29,SIP_MOBILE
Jordan Lee,2026-08-12 13:46:43,Denver,Good,737,0.37,30,SIP_MOBILE
Riley Park,2026-09-04 13:15:03,Chicago,Good,611,0.58,56,SIP_NATIONAL
Casey Rivera,2026-08-24 10:20:00,Dallas,Good,293,0.47,75,SIP_ENTERPRISE
Morgan Quinn,2026-08-29 01:47:29,Chicago,Poor,2147,3.84,171,SIP_INBOUND
Riley Park,2026-08-31 18:42:51,London,Good,1431,0.07,78,SIP_ENTERPRISE
Morgan Quinn,2026-08-15 09:31:22,Singapore,Good,321,0.06,87,SIP_MOBILE
Riley Park,2026-08-09 19:55:11,London,Good,1912,0.78,58,SIP_ENTERPRISE
Casey Rivera,2026-08-25 08:09:03,Chicago,Fair,1770,0.79,24,SIP_ENTERPRISE
Casey Rivera,2026-09-04 17:20:54,Dallas,Fair,1662,0.35,86,SIP_MOBILE
Jordan Lee,2026-08-16 16:47:03,Denver,Good,1418,0.09,68,SIP_NATIONAL
Priya Nair,2026-08-08 08:24:59,London,Good,683,0.75,41,SIP_ENTERPRISE
Riley Park,2026-08-07 07:12:47,Chicago,Fair,260,0.54,27,SIP_MOBILE
Sam Chen,2026-08-07 10:22:48,Singapore,Poor,1209,4.47,341,SIP_ENTERPRISE
Taylor Brooks,2026-08-15 22:54:22,Denver,Good,1353,0.53,57,SIP_NATIONAL
Morgan Quinn,2026-08-08 15:29:30,Dallas,Good,2378,0.22,68,SIP_ENTERPRISE
Casey Rivera,2026-09-02 13:03:12,Chicago,Good,678,0.69,88,SIP_ENTERPRISE
Alex Morgan,2026-09-03 12:28:32,Denver,Good,2099,0.61,83,SIP_ENTERPRISE
Jamie Ortiz,2026-08-06 15:35:59,Chicago,Good,1898,0.58,86,SIP_ENTERPRISE
Riley Park,2026-08-19 03:50:54,Chicago,Fair,1556,0.29,48,SIP_INBOUND
Casey Rivera,2026-08-12 19:03:44,Chicago,Good,1789,0.55,41,SIP_INBOUND
Jordan Lee,2026-08-31 15:27:35,London,Fair,1016,0.56,51,SIP_MOBILE
Sam Chen,2026-09-05 13:57:21,Chicago,Good,1022,0.17,40,SIP_ENTERPRISE
Jordan Lee,2026-09-01 09:09:43,Chicago,Good,2161,0.0,69,SIP_ENTERPRISE
Sam Chen,2026-08-17 01:39:44,Singapore,Good,1559,0.6,62,SIP_ENTERPRISE
Alex Morgan,2026-08-26 15:28:01,Singapore,Good,1887,0.66,46,SIP_NATIONAL
Alex Morgan,2026-08-16 04:45:08,Dallas,Fair,1133,0.67,33,SIP_NATIONAL
