User Name,Start Time,Location,Call Quality,Duration(s),Audio Packet Loss (%),Audio Latency (ms),Call Type
Taylor Brooks,2026-08-10 14:04:40,Singapore,Good,97,0.02,71,SIP_ENTERPRISE
Priya Nair,2026-08-20 16:48:13,Dallas,Fair,184,0.08,85,SIP_NATIONAL
Jamie Ortiz,2026-08-21 13:21:13,Chicago,Good,570,0.79,76,SIP_INBOUND
Marcus Webb,2026-09-01 23:07:16,Chicago,Good,1571,0.08,81,SIP_ENTERPRISE
Morgan Quinn,2026-08-16 05:02:31,Denver,Good,604,0.6,49,SIP_ENTERPRISE
Taylor Brooks,2026-08-30 11:10:12,Singapore,Fair,34,0.2,22,SIP_ENTERPRISE
Riley Park,2026-08-29 21:36:11,London,Good,334,0.61,62,SIP_INBOUND
Casey Rivera,2026-08-25 16:44:25,London,Good,482,0.26,68,SIP_ENTERPRISE
Jordan Lee,2026-08-29 08:36:36,Dallas,Fair,742,0.46,33,SIP_ENTERPRISE
Riley Park,2026-09-03 22:50:18,London,Good,768,0.54,35,SIP_ENTERPRISE
Riley Park,2026-08-26 03:16:44,London,Good,1945,0.65,76,SIP_ENTERPRISE
Jamie Ortiz,2026-08-19 10:28:20,Chicago,Fair,1567,0.02,87,SIP_ENTERPRISE
Casey Rivera,2026-08-14 06:41:23,London,Good,1990,0.65,82,SIP_ENTERPRISE
Marcus Webb,2026-08-30 05:23:15,Singapore,Good,1322,0.45,80,SIP_ENTERPRISE
Jamie Ortiz,2026-08-08 14:24:11,Singapore,Fair,608,0.58,83,SIP_ENTERPRISE
Morgan Quinn,2026-08-26 13:32:10,London,Good,1103,0.15,34,SIP_ENTERPRISE
Marcus Webb,2026-08-24 22:57:34,Singapore,Fair,2156,0.28,63,SIP_NATIONAL
Marcus Webb,2026-08-09 18:39:18,London,Good,262,0.64,50,SIP_ENTERPRISE
Riley Park,2026-08-22 15:17:52,Dallas,Good,1088,0.46,28,SIP_NATIONAL
Priya Nair,2026-08-06 01:15:29,Dallas,Good,1496,0.09,36,SIP_MOBILE
Jordan Lee,2026-08-06 17:50:46,Dallas,Good,1703,0.02,77,SIP_INBOUND
Riley Park,2026-08-18 16:11:49,Denver,Good,1571,0.31,45,SIP_NATIONAL
Jordan Lee,2026-08-31 12:41:19,Chicago,Good,995,0.77,25,SIP_ENTERPRISE
Alex Morgan,2026-08-09 22:38:43,Denver,Fair,564,0.75,55,SIP_INBOUND
Jordan Lee,2026-08-31 06:55:01,London,Good,2395,0.44,82,SIP_ENTERPRISE
Priya Nair,2026-08-17 07:11:05,Denver,Good,450,0.52,22,SIP_MOBILE
Casey Rivera,2026-08-30 01:29:08,Dallas,Good,184,0.27,73,SIP_ENTERPRISE
Priya Nair,2026-08-15 17:25:54,Denver,Fair,2242,0.65,43,SIP_ENTERPRISE
Jordan Lee,2026-08-13 03:12:19,Chicago,Good,942,0.19,25,SIP_ENTERPRISE
Jordan Lee,2026-08-18 05:22:27,London,Fair,2033,0.56,73,SIP_NATIONAL
Marcus Webb,2026-08-14 19:18:21,Denver,Good,222,0.76,61,SIP_NATIONAL
Marcus Webb,2026-08-14 18:25:55,Singapore,Good,2010,0.71,53,SIP_ENTERPRISE
Casey Rivera,2026-09-03 03:56:44,Chicago,Fair,400,0.03,22,SIP_ENTERPRISE
Alex Morgan,2026-09-01 12:41:42,Denver,Fair,474,0.28,53,SIP_ENTERPRISE
Jordan Lee,2026-08-12 10:49:58,Dallas,Good,1948,0.02,23,SIP_ENTERPRISE
Alex Morgan,2026-08-25 19:45:54,Chicago,Good,1668,0.43,80,SIP_NATIONAL
Jamie Ortiz,2026-08-23 23:54:20,Denver,Fair,1607,0.01,53,SIP_INBOUND
Jamie Ortiz,2026-08-14 11:21:19,Dallas,Good,1462,0.56,50,SIP_SHORTCODE
Morgan Quinn,2026-08-06 02:19:41,Chicago,Good,1480,0.09,28,SIP_INBOUND
Jordan Lee,2026-08-30 05:32:57,Singapore,Good,176,0.28,44,SIP_INBOUND
Morgan Quinn,2026-08-18 20:40:59,Dallas,Good,1586,0.19,61,SIP_ENTERPRISE
Casey Rivera,2026-08-16 16:19:35,Dallas,Fair,1437,0.6,76,SIP_INBOUND
Sam Chen,2026-08-15 00:33:05,Chicago,Good,2296,0.79,21,SIP_INTERNATIONAL
Casey Rivera,2026-08-16 00:45:34,London,Good,969,0.06,28,SIP_ENTERPRISE
Jamie Ortiz,2026-08-30 17:49:04,Dallas,Good,2192,0.25,62,SIP_INBOUND
Priya Nair,2026-08-30 16:50:04,London,Good,693,0.1,47,SIP_ENTERPRISE
Morgan Quinn,2026-08-19 00:21:19,Denver,Fair,1333,0.06,37,SIP_ENTERPRISE
Jamie Ortiz,2026-08-26 00:21:54,Singapore,Good,1377,0.56,76,SIP_ENTERPRISE
Priya Nair,2026-08-11 13:30:16,Dallas,Good,1128,0.35,41,SIP_ENTERPRISE
Riley Park,2026-08-19 21:40:14,Chicago,Fair,1982,0.23,65,SIP_INBOUND
Alex Morgan,2026-09-04 08:00:42,London,Good,186,0.26,57,SIP_MOBILE
Jamie Ortiz,2026-08-22 17:51:20,Chicago,Good,2328,0.72,69,SIP_ENTERPRISE
Jordan Lee,2026-08-31 03:11:50,London,Good,163,0.06,83,SIP_ENTERPRISE
Morgan Quinn,2026-08-26 03:39:51,Chicago,Fair,2308,0.18,71,SIP_INTERNATIONAL
Jamie Ortiz,2026-08-30 01:05:08,Dallas,Good,792,0.58,75,SIP_ENTERPRISE
Marcus Webb,2026-08-09 10:33:32,Chicago,Good,1502,0.56,65,SIP_ENTERPRISE
Jamie Ortiz,2026-08-21 07:45:50,Dallas,Good,1458,0.02,78,SIP_ENTERPRISE
Marcus Webb,2026-08-15 18:40:12,Denver,Fair,2015,0.31,77,SIP_MOBILE
Jamie Ortiz,2026-08-12 19:57:35,Chicago,Good,561,0.68,46,SIP_ENTERPRISE
Morgan Quinn,2026-08-14 20:05:16,Singapore,Poor,1861,1.78,235,SIP_ENTERPRISE
Priya Nair,2026-08-21 11:41:21,Chicago,Good,1484,0.15,50,SIP_INBOUND
Jamie Ortiz,2026-08-30 08:14:10,London,Good,1361,0.03,73,SIP_ENTERPRISE
Sam Chen,2026-08-15 18:12:52,London,Fair,256,0.6,43,UNKNOWN
Marcus Webb,2026-08-14 03:33:34,Denver,Good,1503,0.65,61,SIP_ENTERPRISE
Alex Morgan,2026-08-26 05:52:32,London,Good,1124,0.58,63,SIP_ENTERPRISE
Jordan Lee,2026-08-26 16:53:24,Dallas,Fair,1088,0.74,72,SIP_INBOUND
Casey Rivera,2026-08-10 22:33:45,Denver,Fair,2260,0.31,70,SIP_ENTERPRISE
Jordan Lee,2026-08-28 00:07:15,London,Fair,978,0.37,60,SIP_ENTERPRISE
Jordan Lee,2026-09-01 07:59:30,Singapore,Fair,1620,0.21,87,SIP_INBOUND
Casey Rivera,2026-08-17 03:03:56,Chicago,Good,1626,0.11,21,SIP_ENTERPRISE
Marcus Webb,2026-08-06 01:59:26,London,Good,1197,0.07,37,SIP_ENTERPRISE
Jordan Lee,2026-08-11 04:09:35,Singapore,Good,477,0.46,22,SIP_ENTERPRISE
Sam Chen,2026-08-08 22:28:32,Chicago,Good,53,0.53,74,SIP_ENTERPRISE
Morgan Quinn,2026-08-11 16:24:52,Denver,Fair,1861,0.01,41,SIP_MOBILE
Riley Park,2026-08-26 05:06:56,Dallas,Good,1240,0.68,51,SIP_INBOUND
Morgan Quinn,2026-08-09 02:26:31,London,Poor,2064,0.14,129,SIP_INBOUND
Priya Nair,2026-08-27 14:15:50,London,Fair,639,0.68,35,SIP_NATIONAL
Morgan Quinn,2026-08-23 14:33:49,Denver,Good,1866,0.22,62,SIP_ENTERPRISE
Sam Chen,2026-08-07 17:35:54,Singapore,Good,1665,0.35,38,SIP_ENTERPRISE
Priya Nair,2026-08-27 14:21:39,London,Good,2068,0.7,28,SIP_MOBILE
Jordan Lee,2026-08-23 06:23:48,Chicago,Good,372,0.7,65,SIP_ENTERPRISE
Priya Nair,2026-08-20 11:21:20,Denver,Fair,97,0.03,67,SIP_ENTERPRISE
Riley Park,2026-08-19 08:25:36,London,Fair,453,0.25,58,SIP_ENTERPRISE
Casey Rivera,2026-08-15 23:17:59,Singapore,Fair,417,0.79,88,SIP_ENTERPRISE
Morgan Quinn,2026-08-13 03:04:04,Singapore,Poor,2199,3.82,340,SIP_ENTERPRISE
Marcus Webb,2026-08-16 13:29:28,London,Good,1788,0.48,44,SIP_NATIONAL
Alex Morgan,2026-08-16 04:26:33,Denver,Good,767,0.09,25,SIP_ENTERPRISE
Riley Park,2026-08-22 20:08:02,Denver,Fair,604,0.3,77,SIP_MOBILE
Alex Morgan,2026-08-17 17:08:20,Chicago,Fair,546,0.34,39,SIP_ENTERPRISE
Priya Nair,2026-08-22 11:33:20,Dallas,Fair,2339,0.63,43,SIP_ENTERPRISE
Alex Morgan,2026-09-01 00:36:17,Denver,Fair,1700,0.3,85,SIP_ENTERPRISE
Morgan Quinn,2026-09-04 23:12:53,Chicago,Good,212,0.13,23,SIP_ENTERPRISE
Jamie Ortiz,2026-08-16 19:20:28,Chicago,Fair,975,0.02,62,SIP_NATIONAL
Taylor Brooks,2026-08-21 00:53:08,London,Fair,2379,0.57,71,SIP_ENTERPRISE
Sam Chen,2026-09-03 15:52:03,Denver,Fair,723,0.28,35,SIP_NATIONAL
Morgan Quinn,2026-08-24 02:29:08,London,Good,639,0.53,30,SIP_ENTERPRISE
Taylor Brooks,2026-08-17 16:38:39,Singapore,Fair,1687,0.06,25,SIP_INTERNATIONAL
Riley Park,2026-08-19 07:23:15,Denver,Good,476,0.45,89,SIP_ENTERPRISE
Taylor Brooks,2026-08-09 11:30:00,Chicago,Fair,1822,0.33,71,SIP_NATIONAL
Casey Rivera,2026-08-27 08:21:31,London,Fair,1301,0.64,62,SIP_INTERNATIONAL
Alex Morgan,2026-09-02 01:57:49,Denver,Fair,1445,0.35,38,SIP_INTERNATIONAL
Jordan Lee,2026-09-03 12:18:31,Dallas,Good,1789,0.73,43,SIP_ENTERPRISE
Priya Nair,2026-08-12 09:26:06,Denver,Good,148,0.18,42,SIP_ENTERPRISE
Jordan Lee,2026-08-28 12:35:23,London,Fair,1676,0.19,71,SIP_MOBILE
Marcus Webb,2026-08-16 13:58:22,Chicago,Good,724,0.06,59,SIP_INBOUND
Taylor Brooks,2026-08-31 11:52:42,London,Good,0,0.52,62,SIP_INTERNATIONAL
Jamie Ortiz,2026-09-05 14:28:13,Dallas,Good,1300,0.18,77,SIP_MOBILE
Morgan Quinn,2026-08-13 04:24:07,Dallas,Fair,1967,0.2,83,SIP_INBOUND
Marcus Webb,2026-09-03 21:14:39,Chicago,Fair,1410,0.11,38,SIP_NATIONAL
Alex Morgan,2026-08-17 00:33:15,Chicago,Good,2116,0.09,48,SIP_ENTERPRISE
Riley Park,2026-08-14 22:51:41,Denver,Good,2176,0.46,64,SIP_NATIONAL
Jamie Ortiz,2026-08-27 20:25:57,Chicago,Good,586,0.7,21,SIP_ENTERPRISE
Casey Rivera,2026-08-24 08:08:10,Chicago,Good,1758,0.61,69,SIP_NATIONAL
Jordan Lee,2026-09-04 10:03:50,Dallas,Good,92,0.1,22,SIP_NATIONAL
Riley Park,2026-08-21 01:19:01,Chicago,Fair,679,0.13,25,SIP_ENTERPRISE
Taylor Brooks,2026-08-30 00:44:48,Singapore,Fair,1196,0.73,83,SIP_ENTERPRISE
Priya Nair,2026-08-28 13:53:30,London,Good,411,0.56,36,SIP_INBOUND
Alex Morgan,2026-08-13 19:41:24,Singapore,Good,218,0.72,82,SIP_ENTERPRISE
Sam Chen,2026-08-19 06:53:16,Chicago,Fair,1070,0.09,70,SIP_MOBILE
Casey Rivera,2026-08-28 01:03:13,Dallas,Good,619,0.76,83,SIP_MOBILE
Priya Nair,2026-08-28 02:54:44,London,Fair,615,0.67,40,SIP_NATIONAL
Riley Park,2026-08-11 11:51:50,Dallas,Good,322,0.59,70,SIP_ENTERPRISE
Sam Chen,2026-08-07 21:41:41,Singapore,Fair,216,0.07,82,SIP_ENTERPRISE
Casey Rivera,2026-08-15 07:29:33,Dallas,Good,2147,0.54,51,UNKNOWN
Marcus Webb,2026-08-22 23:58:37,Singapore,Good,1212,0.41,61,SIP_ENTERPRISE
Priya Nair,2026-08-13 10:01:33,Dallas,Good,958,0.19,54,SIP_ENTERPRISE
Priya Nair,2026-08-10 06:58:26,Chicago,Fair,1964,0.72,60,SIP_ENTERPRISE
Riley Park,2026-08-25 08:45:25,Chicago,Good,438,0.23,46,SIP_INTERNATIONAL
Riley Park,2026-08-14 00:57:28,London,Good,452,0.03,86,SIP_MOBILE
Taylor Brooks,2026-08-13 22:47:39,Singapore,Fair,1115,0.17,56,SIP_ENTERPRISE
Marcus Webb,2026-08-29 06:15:51,Dallas,Fair,80,0.25,44,SIP_ENTERPRISE
Jordan Lee,2026-08-27 05:58:12,Singapore,Good,2380,0.22,50,SIP_INBOUND
Priya Nair,2026-08-17 10:58:19,Dallas,Good,487,0.75,38,SIP_ENTERPRISE
Casey Rivera,2026-08-16 21:32:27,Singapore,Good,1429,0.74,66,SIP_ENTERPRISE
Casey Rivera,2026-08-08 04:24:32,London,Good,1594,0.44,55,SIP_NATIONAL
Taylor Brooks,2026-08-07 14:31:47,London,Fair,378,0.72,87,SIP_INBOUND
Taylor Brooks,2026-09-01 15:58:42,London,Good,1098,0.01,78,SIP_MOBILE
Riley Park,2026-08-21 12:21:18,Singapore,Good,1227,0.23,86,SIP_MOBILE
Jamie Ortiz,2026-08-23 05:25:19,Chicago,Good,778,0.42,78,SIP_MOBILE
Priya Nair,2026-08-18 23:54:12,Denver,Good,1073,0.57,84,SIP_INBOUND
Jordan Lee,2026-08-13 11:12:30,Chicago,Good,1995,0.39,26,SIP_INBOUND
Sam Chen,2026-08-14 16:02:39,Singapore,Good,941,0.59,28,SIP_ENTERPRISE
Casey Rivera,2026-09-03 04:35:56,Dallas,Good,1127,0.6,35,SIP_MOBILE
Alex Morgan,2026-08-21 13:47:12,London,Good,1830,0.41,39,SIP_ENTERPRISE
Taylor Brooks,2026-08-31 15:17:43,Singapore,Fair,2208,0.54,25,SIP_ENTERPRISE
Jordan Lee,2026-08-31 05:28:50,London,Good,1375,0.35,85,SIP_ENTERPRISE
Morgan Quinn,2026-08-14 13:50:59,London,Good,1900,0.15,59,SIP_ENTERPRISE
Alex Morgan,2026-08-15 19:36:30,Denver,Fair,1826,0.03,64,SIP_ENTERPRISE
Sam Chen,2026-08-06 03:51:17,London,Poor,1953,0.7,217,SIP_INBOUND
Jamie Ortiz,2026-08-10 14:07:16,Singapore,Fair,206,0.16,52,SIP_ENTERPRISE
Jordan Lee,2026-08-06 19:36:55,Chicago,Good,1080,0.59,39,SIP_ENTERPRISE
Casey Rivera,2026-08-16 20:13:16,Chicago,Good,1172,0.76,80,SIP_ENTERPRISE
Jamie Ortiz,2026-08-06 11:41:11,London,Good,561,0.35,54,SIP_INBOUND
Taylor Brooks,2026-08-30 19:38:26,Dallas,Fair,2201,0.14,49,SIP_ENTERPRISE
Taylor Brooks,2026-08-19 06:33:22,Dallas,Good,248,0.5,36,SIP_INBOUND
Alex Morgan,2026-08-17 07:18:02,Denver,Fair,1027,0.53,32,SIP_INTERNATIONAL
Jamie Ortiz,2026-08-06 08:39:49,London,Good,311,0.7,66,SIP_INTERNATIONAL
Taylor Brooks,2026-08-08 15:45:23,Chicago,Fair,341,0.31,44,SIP_INBOUND
Casey Rivera,2026-08-08 17:48:19,London,Good,721,0.18,87,SIP_ENTERPRISE
Riley Park,2026-09-04 09:49:38,Dallas,Good,1949,0.34,51,SIP_ENTERPRISE
Taylor Brooks,2026-08-14 07:46:29,Chicago,Good,2190,0.09,52,SIP_ENTERPRISE
Morgan Quinn,2026-08-19 09:11:46,London,Good,1668,0.28,47,SIP_INBOUND
Alex Morgan,2026-08-24 05:58:15,Denver,Good,1196,0.67,80,SIP_ENTERPRISE
Alex Morgan,2026-08-27 15:29:38,Chicago,Fair,868,0.19,40,SIP_ENTERPRISE
Morgan Quinn,2026-08-09 21:43:49,London,Good,1976,0.05,74,SIP_ENTERPRISE
Jamie Ortiz,2026-08-27 05:15:05,London,Good,954,0.33,76,SIP_INBOUND
Alex Morgan,2026-08-17 16:36:46,Chicago,Good,775,0.73,38,SIP_INBOUND
Marcus Webb,2026-08-25 13:29:57,London,Good,2149,0.51,23,SIP_INBOUND
Taylor Brooks,2026-08-26 23:47:29,Singapore,Good,719,0.46,31,SIP_ENTERPRISE
Jordan Lee,2026-09-04 11:12:46,Denver,Fair,2235,0.09,87,SIP_MOBILE
Jordan Lee,2026-08-16 00:10:46,London,Good,2259,0.48,21,SIP_MOBILE
Casey Rivera,2026-08-21 04:56:44,Chicago,Good,1275,0.07,69,SIP_INBOUND
Marcus Webb,2026-09-01 20:16:10,Denver,Fair,2303,0.05,23,SIP_INBOUND
Casey Rivera,2026-08-18 06:48:21,Denver,Fair,717,0.16,30,SIP_ENTERPRISE
Marcus Webb,2026-08-26 21:45:16,London,Fair,1756,0.18,76,SIP_ENTERPRISE
Jordan Lee,2026-08-10 11:09:41,Dallas,Good,1261,0.33,58,SIP_ENTERPRISE
Sam Chen,2026-08-12 01:52:15,London,Good,44,0.03,21,SIP_NATIONAL
Jamie Ortiz,2026-08-07 14:10:30,Denver,Good,745,0.4,75,SIP_ENTERPRISE
