Start time,Duration,User,Location,Call type,Direction,Calling number,Called number,Calling display,Called display,Correlation ID,Related reason,User type,Answered,Answer indicator,Call outcome,Call outcome reason,Call Recording Result,Call Recording Trigger,_day
2026-08-08 05:42:08,19,Morgan Quinn,Dallas,SIP_NATIONAL,ORIGINATING,+13125551005,+155509967,Morgan Quinn,+155509967,rnd-249-7,Deflection,AutomatedAttendantVideo,True,No,Success,Success,,always,2026-08-08
2026-08-20 23:53:31,2178,Morgan Quinn,Denver,SIP_ENTERPRISE,ORIGINATING,+13125551003,+13125551005,Taylor Brooks,Morgan Quinn,rnd-250-7,CallForwardBusy,User,True,Yes,Success,Success,,,2026-08-20
2026-08-14 07:26:06,2400,Casey Rivera,Chicago,SIP_ENTERPRISE,ORIGINATING,+13125551006,+13125551003,Riley Park,Taylor Brooks,rnd-251-7,HuntGroup,AutomatedAttendantVideo,False,No,Refusal,UnassignedNumber,,,2026-08-14
2026-09-05 13:46:18,552,Jamie Ortiz,Singapore,SIP_ENTERPRISE,TERMINATING,+13125551009,+13125551007,Marcus Webb,Jamie Ortiz,rnd-252-7,CallForwardBusy,User,True,No,Success,Success,,always,2026-09-05
2026-08-14 18:14:25,1801,Priya Nair,Chicago,SIP_ENTERPRISE,TERMINATING,+13125551004,+13125551003,Casey Rivera,Taylor Brooks,rnd-253-7,Deflection,HuntGroup,True,Yes-PostRedirection,Success,Success,,,2026-08-14
2026-08-28 07:19:02,58,Taylor Brooks,London,SIP_ENTERPRISE,TERMINATING,+13125551008,+13125551004,Priya Nair,Casey Rivera,rnd-254-7,ConsultativeTransfer,AutomatedAttendantVideo,True,Yes-PostRedirection,Success,Success,,always-pause-resume,2026-08-28
2026-09-05 17:39:08,1460,Alex Morgan,Dallas,SIP_ENTERPRISE,ORIGINATING,+13125551001,+13125551006,Jordan Lee,Riley Park,rnd-255-7,HuntGroup,CallCenterPremium,True,No,Success,Success,,always,2026-09-05
2026-09-03 06:19:17,450,Jamie Ortiz,Dallas,SIP_NATIONAL,ORIGINATING,+13125551007,+155509994,Jamie Ortiz,+155509994,rnd-256-7,CallForwardBusy,HuntGroup,True,No,Success,Success,,,2026-09-03
2026-08-19 12:56:24,1793,Riley Park,Dallas,SIP_NATIONAL,ORIGINATING,+13125551006,+155509958,Riley Park,+155509958,rnd-257-7,Deflection,User,True,No,Success,Success,,always,2026-08-19
2026-08-12 07:44:43,1391,Jordan Lee,Denver,SIP_INBOUND,ORIGINATING,+155509941,+13125551001,+155509941,Jordan Lee,rnd-258-7,HuntGroup,CallCenterPremium,True,Yes,Success,Success,,always,2026-08-12
2026-08-24 07:52:08,1874,Taylor Brooks,London,SIP_ENTERPRISE,ORIGINATING,+13125551007,+13125551001,Jamie Ortiz,Jordan Lee,rnd-259-7,,User,True,No,Success,Success,,,2026-08-24
2026-08-26 20:38:04,1937,Taylor Brooks,London,SIP_INBOUND,ORIGINATING,+155509999,+13125551003,+155509999,Taylor Brooks,rnd-260-7,CallForwardBusy,User,True,No,Success,Success,,,2026-08-26
2026-08-30 10:18:41,389,Alex Morgan,Dallas,SIP_NATIONAL,ORIGINATING,+13125551000,+155509961,Alex Morgan,+155509961,rnd-261-7,CallForwardBusy,HuntGroup,True,Yes,Success,Success,success,,2026-08-30
2026-08-25 19:08:51,633,Casey Rivera,Chicago,SIP_MOBILE,ORIGINATING,+13125551004,+155509928,Casey Rivera,+155509928,rnd-262-7,HuntGroup,User,True,Yes-PostRedirection,Success,Success,,always-pause-resume,2026-08-25
2026-09-03 09:45:52,355,Alex Morgan,Singapore,SIP_ENTERPRISE,TERMINATING,+13125551008,+13125551001,Priya Nair,Jordan Lee,rnd-263-7,,CallCenterPremium,True,Yes-PostRedirection,Success,Success,,always,2026-09-03
2026-08-23 08:33:53,1880,Sam Chen,Singapore,SIP_ENTERPRISE,ORIGINATING,+13125551006,+13125551001,Riley Park,Jordan Lee,rnd-264-7,HuntGroup,HuntGroup,True,Yes,Success,Success,,always,2026-08-23
2026-08-28 15:14:56,1510,Jordan Lee,Chicago,SIP_NATIONAL,ORIGINATING,+13125551001,+155509934,Jordan Lee,+155509934,rnd-265-7,CallQueue,User,True,Yes,Success,Success,,always,2026-08-28
2026-08-27 04:03:37,1583,Taylor Brooks,Singapore,SIP_NATIONAL,ORIGINATING,+13125551003,+155509912,Taylor Brooks,+155509912,rnd-266-7,Deflection,HuntGroup,True,Yes-PostRedirection,Success,Success,,always,2026-08-27
2026-09-01 08:23:00,1206,Alex Morgan,Dallas,SIP_ENTERPRISE,TERMINATING,+13125551004,+13125551006,Casey Rivera,Riley Park,rnd-267-7,SimultaneousRingPersonal,User,True,Yes,Success,Success,,always-pause-resume,2026-09-01
2026-08-11 01:13:24,1340,Jamie Ortiz,Singapore,SIP_INTERNATIONAL,TERMINATING,+13125551007,+155509939,Jamie Ortiz,+155509939,rnd-268-7,HuntGroup,User,True,Yes,Success,Success,,always-pause-resume,2026-08-11
2026-08-30 15:10:54,1289,Jordan Lee,Chicago,SIP_ENTERPRISE,ORIGINATING,+13125551001,+13125551008,Jordan Lee,Priya Nair,rnd-269-7,Deflection,HuntGroup,True,Yes-PostRedirection,Success,Success,success,,2026-08-30
2026-08-13 14:14:51,874,Priya Nair,Chicago,SIP_MOBILE,ORIGINATING,+13125551008,+155509925,Priya Nair,+155509925,rnd-270-7,,AutomatedAttendantVideo,True,Yes-PostRedirection,Success,Success,,always,2026-08-13
2026-08-27 09:50:04,1404,Riley Park,Dallas,SIP_NATIONAL,ORIGINATING,+13125551006,+155509989,Riley Park,+155509989,rnd-271-7,CallQueue,AutomatedAttendantVideo,True,Yes,Success,Success,,,2026-08-27
2026-08-18 03:00:04,64,Jordan Lee,Singapore,SIP_ENTERPRISE,TERMINATING,+13125551007,+13125551009,Jamie Ortiz,Marcus Webb,rnd-272-7,,User,False,Yes,Refusal,TemporarilyUnavailable,,always-pause-resume,2026-08-18
2026-08-15 09:33:16,393,Sam Chen,London,SIP_ENTERPRISE,ORIGINATING,+13125551003,+13125551000,Taylor Brooks,Alex Morgan,rnd-273-7,CallQueue,User,True,No,Success,Success,,,2026-08-15
2026-08-16 09:38:42,371,Taylor Brooks,Chicago,SIP_INBOUND,ORIGINATING,+155509915,+13125551003,+155509915,Taylor Brooks,rnd-274-7,,User,True,Yes,Success,Success,,always-pause-resume,2026-08-16
2026-08-13 20:55:52,259,Marcus Webb,Dallas,SIP_ENTERPRISE,ORIGINATING,+13125551002,+13125551006,Sam Chen,Riley Park,rnd-275-7,ConsultativeTransfer,User,False,Yes-PostRedirection,Refusal,TemporarilyUnavailable,,always-pause-resume,2026-08-13
2026-08-17 11:38:20,684,Jordan Lee,Dallas,SIP_ENTERPRISE,TERMINATING,+13125551003,+13125551004,Taylor Brooks,Casey Rivera,rnd-276-7,HuntGroup,User,True,Yes-PostRedirection,Success,Success,,always-pause-resume,2026-08-17
2026-08-14 03:36:47,1517,Jordan Lee,London,SIP_ENTERPRISE,TERMINATING,+13125551001,+13125551002,Jordan Lee,Sam Chen,rnd-277-7,CallQueue,CallCenterPremium,True,Yes,Success,Success,,always-pause-resume,2026-08-14
2026-08-20 20:45:47,1808,Taylor Brooks,London,SIP_ENTERPRISE,TERMINATING,+13125551007,+13125551008,Jamie Ortiz,Priya Nair,rnd-278-7,Deflection,User,False,Yes-PostRedirection,Refusal,TemporarilyUnavailable,,always,2026-08-20
2026-08-21 00:04:16,455,Marcus Webb,London,SIP_ENTERPRISE,TERMINATING,+13125551008,+13125551002,Priya Nair,Sam Chen,rnd-279-7,CallForwardBusy,User,False,Yes,Refusal,CallRejected,success,always-pause-resume,2026-08-21
2026-08-14 05:23:08,309,Jamie Ortiz,Dallas,SIP_MOBILE,ORIGINATING,+13125551007,+155509918,Jamie Ortiz,+155509918,rnd-280-7,,CallCenterPremium,True,No,Success,Success,success,always,2026-08-14
2026-08-21 19:05:42,1931,Priya Nair,Chicago,SIP_INBOUND,TERMINATING,+155509993,+13125551008,+155509993,Priya Nair,rnd-281-7,ConsultativeTransfer,CallCenterPremium,True,No,Success,Success,,,2026-08-21
2026-08-07 07:03:49,69,Sam Chen,Dallas,SIP_MOBILE,TERMINATING,+13125551002,+155509946,Sam Chen,+155509946,rnd-282-7,ConsultativeTransfer,User,True,No,Success,Success,success,,2026-08-07
2026-08-15 17:38:06,107,Jordan Lee,London,SIP_ENTERPRISE,TERMINATING,+13125551003,+13125551001,Taylor Brooks,Jordan Lee,rnd-283-7,,HuntGroup,True,Yes,Success,Success,,,2026-08-15
2026-09-03 02:04:11,1274,Jamie Ortiz,Dallas,SIP_ENTERPRISE,ORIGINATING,+13125551005,+13125551000,Morgan Quinn,Alex Morgan,rnd-284-7,HuntGroup,CallCenterPremium,True,Yes-PostRedirection,Success,Success,,,2026-09-03
2026-08-06 17:04:41,5,Sam Chen,Dallas,SIP_ENTERPRISE,TERMINATING,+13125551007,+13125551009,Jamie Ortiz,Marcus Webb,rnd-285-7,ConsultativeTransfer,User,True,Yes,Success,Success,,,2026-08-06
2026-08-09 17:40:43,0,Sam Chen,Singapore,SIP_INTERNATIONAL,TERMINATING,+13125551002,+155509920,Sam Chen,+155509920,rnd-286-7,SimultaneousRingPersonal,User,True,Yes-PostRedirection,Success,Success,,,2026-08-09
2026-08-12 21:53:02,393,Casey Rivera,London,SIP_ENTERPRISE,TERMINATING,+13125551000,+13125551005,Alex Morgan,Morgan Quinn,rnd-287-7,ConsultativeTransfer,User,False,No,Refusal,CallRejected,success,always,2026-08-12
2026-08-22 09:51:39,482,Priya Nair,Singapore,SIP_NATIONAL,ORIGINATING,+13125551008,+155509981,Priya Nair,+155509981,rnd-288-7,SimultaneousRingPersonal,User,True,Yes-PostRedirection,Success,Success,,always-pause-resume,2026-08-22
2026-08-23 16:18:51,1692,Casey Rivera,Dallas,SIP_ENTERPRISE,TERMINATING,+13125551001,+13125551000,Jordan Lee,Alex Morgan,rnd-289-7,CallForwardBusy,HuntGroup,True,No,Success,Success,,always,2026-08-23
2026-08-19 19:00:11,1333,Sam Chen,London,SIP_ENTERPRISE,TERMINATING,+13125551003,+13125551009,Taylor Brooks,Marcus Webb,rnd-290-7,ConsultativeTransfer,HuntGroup,True,Yes,Success,Success,,always-pause-resume,2026-08-19
2026-08-28 19:02:20,527,Jamie Ortiz,Denver,SIP_ENTERPRISE,ORIGINATING,+13125551001,+13125551000,Jordan Lee,Alex Morgan,rnd-291-7,SimultaneousRingPersonal,AutomatedAttendantVideo,True,No,Success,Success,,,2026-08-28
2026-08-08 09:52:43,2228,Morgan Quinn,Singapore,SIP_INBOUND,ORIGINATING,+155509998,+13125551005,+155509998,Morgan Quinn,rnd-292-7,ConsultativeTransfer,CallCenterPremium,True,No,Success,Success,,always,2026-08-08
2026-09-04 20:05:10,1023,Priya Nair,Dallas,SIP_NATIONAL,ORIGINATING,+13125551008,+155509930,Priya Nair,+155509930,rnd-293-7,,HuntGroup,True,Yes-PostRedirection,Success,Success,,always,2026-09-04
2026-08-12 03:32:51,2301,Priya Nair,London,SIP_ENTERPRISE,ORIGINATING,+13125551002,+13125551001,Sam Chen,Jordan Lee,rnd-294-7,Deflection,User,True,Yes,Success,Success,success,always,2026-08-12
2026-08-14 05:15:34,103,Taylor Brooks,Chicago,SIP_INBOUND,ORIGINATING,+155509952,+13125551003,+155509952,Taylor Brooks,rnd-295-7,HuntGroup,User,False,No,Refusal,UnassignedNumber,,always-pause-resume,2026-08-14
2026-08-29 04:09:22,348,Morgan Quinn,Chicago,SIP_MOBILE,TERMINATING,+13125551005,+155509926,Morgan Quinn,+155509926,rnd-296-7,HuntGroup,AutomatedAttendantVideo,True,No,Success,Success,success,always,2026-08-29
2026-08-11 20:09:53,635,Priya Nair,Chicago,SIP_MOBILE,ORIGINATING,+13125551008,+155509949,Priya Nair,+155509949,rnd-297-7,,User,True,Yes,Success,Success,,,2026-08-11
2026-08-10 17:16:26,952,Jamie Ortiz,London,SIP_NATIONAL,ORIGINATING,+13125551007,+155509911,Jamie Ortiz,+155509911,rnd-298-7,CallForwardBusy,User,True,Yes-PostRedirection,Success,Success,,always-pause-resume,2026-08-10
2026-08-13 11:14:47,2188,Riley Park,Singapore,SIP_ENTERPRISE,TERMINATING,+13125551000,+13125551004,Alex Morgan,Casey Rivera,rnd-299-7,CallForwardBusy,HuntGroup,True,Yes-PostRedirection,Success,Success,,,2026-08-13
2026-08-20 01:57:17,1279,Sam Chen,Dallas,SIP_ENTERPRISE,TERMINATING,+13125551000,+13125551004,Alex Morgan,Casey Rivera,rnd-300-7,CallForwardNoAnswer,CallCenterPremium,True,No,Success,Success,,,2026-08-20
2026-08-28 08:33:55,370,Marcus Webb,Denver,SIP_ENTERPRISE,ORIGINATING,+13125551002,+13125551004,Sam Chen,Casey Rivera,rnd-301-7,CallForwardBusy,User,True,Yes,Success,Success,,,2026-08-28
2026-08-28 06:27:44,1277,Jamie Ortiz,Singapore,SIP_MOBILE,ORIGINATING,+13125551007,+155509971,Jamie Ortiz,+155509971,rnd-302-7,CallForwardNoAnswer,HuntGroup,True,Yes-PostRedirection,Success,Success,success,always,2026-08-28
2026-08-19 22:31:19,2196,Riley Park,Denver,SIP_MOBILE,TERMINATING,+13125551006,+155509923,Riley Park,+155509923,rnd-303-7,CallQueue,HuntGroup,True,No,Success,Success,,always,2026-08-19
2026-08-07 03:48:31,263,Priya Nair,Dallas,UNKNOWN,ORIGINATING,+13125551008,+155509965,Priya Nair,+155509965,rnd-304-7,ConsultativeTransfer,CallCenterPremium,True,Yes-PostRedirection,Success,Success,,always,2026-08-07
2026-08-28 04:36:34,558,Alex Morgan,Denver,SIP_NATIONAL,ORIGINATING,+13125551000,+155509931,Alex Morgan,+155509931,rnd-305-7,ConsultativeTransfer,CallCenterPremium,True,No,Success,Success,,,2026-08-28
2026-08-16 11:29:45,2265,Taylor Brooks,London,SIP_ENTERPRISE,ORIGINATING,+13125551006,+13125551008,Riley Park,Priya Nair,rnd-306-7,CallForwardNoAnswer,CallCenterPremium,False,No,Refusal,UnassignedNumber,,,2026-08-16
2026-08-12 06:11:17,443,Taylor Brooks,London,SIP_NATIONAL,TERMINATING,+13125551003,+155509975,Taylor Brooks,+155509975,rnd-307-7,ConsultativeTransfer,AutomatedAttendantVideo,True,No,Success,Success,,always-pause-resume,2026-08-12
2026-08-11 08:34:15,1718,Morgan Quinn,Dallas,SIP_NATIONAL,TERMINATING,+13125551005,+155509911,Morgan Quinn,+155509911,rnd-308-7,Deflection,User,False,No,Refusal,CallRejected,failed,always,2026-08-11
2026-09-01 07:16:44,1240,Casey Rivera,Denver,SIP_NATIONAL,TERMINATING,+13125551004,+155509911,Casey Rivera,+155509911,rnd-309-7,CallForwardBusy,HuntGroup,True,Yes,Success,Success,,,2026-09-01
2026-08-11 07:32:21,2071,Casey Rivera,Denver,SIP_ENTERPRISE,TERMINATING,+13125551002,+13125551004,Sam Chen,Casey Rivera,rnd-310-7,Deflection,User,True,Yes,Success,Success,,always-pause-resume,2026-08-11
2026-09-02 05:51:29,2248,Priya Nair,Chicago,SIP_ENTERPRISE,TERMINATING,+13125551007,+13125551003,Jamie Ortiz,Taylor Brooks,rnd-311-7,CallForwardBusy,User,True,Yes,Success,Success,,always,2026-09-02
2026-08-16 03:23:20,1520,Alex Morgan,Dallas,SIP_ENTERPRISE,TERMINATING,+13125551003,+13125551008,Taylor Brooks,Priya Nair,rnd-312-7,CallForwardNoAnswer,CallCenterPremium,False,No,Refusal,TemporarilyUnavailable,,always-pause-resume,2026-08-16
2026-08-25 19:08:33,1309,Marcus Webb,London,SIP_MOBILE,ORIGINATING,+13125551009,+155509986,Marcus Webb,+155509986,rnd-313-7,,CallCenterPremium,True,No,Success,Success,,always,2026-08-25
2026-09-02 07:03:49,1489,Taylor Brooks,Dallas,SIP_INBOUND,TERMINATING,+155509969,+13125551003,+155509969,Taylor Brooks,rnd-314-7,Deflection,HuntGroup,True,Yes,Success,Success,,always-pause-resume,2026-09-02
2026-09-05 23:03:08,1465,Casey Rivera,Singapore,SIP_ENTERPRISE,TERMINATING,+13125551000,+13125551004,Alex Morgan,Casey Rivera,rnd-315-7,ConsultativeTransfer,CallCenterPremium,False,Yes-PostRedirection,Refusal,UnassignedNumber,,,2026-09-05
2026-08-08 09:17:11,1352,Morgan Quinn,Denver,SIP_ENTERPRISE,ORIGINATING,+13125551008,+13125551000,Priya Nair,Alex Morgan,rnd-316-7,SimultaneousRingPersonal,AutomatedAttendantVideo,True,Yes,Success,Success,,always,2026-08-08
2026-08-06 13:03:19,1486,Jordan Lee,Singapore,SIP_INBOUND,TERMINATING,+155509975,+13125551001,+155509975,Jordan Lee,rnd-317-7,ConsultativeTransfer,AutomatedAttendantVideo,False,Yes,Refusal,CallRejected,,always,2026-08-06
2026-08-10 17:59:11,563,Alex Morgan,London,SIP_ENTERPRISE,TERMINATING,+13125551006,+13125551003,Riley Park,Taylor Brooks,rnd-318-7,Deflection,User,True,Yes,Success,Success,,always-pause-resume,2026-08-10
2026-09-03 00:00:25,1052,Taylor Brooks,Singapore,SIP_ENTERPRISE,ORIGINATING,+13125551002,+13125551004,Sam Chen,Casey Rivera,rnd-319-7,,HuntGroup,True,Yes-PostRedirection,Success,Success,,,2026-09-03
2026-08-12 16:34:59,220,Riley Park,Singapore,SIP_NATIONAL,TERMINATING,+13125551006,+155509981,Riley Park,+155509981,rnd-320-7,ConsultativeTransfer,User,True,No,Success,Success,failed,always,2026-08-12
2026-08-25 19:11:59,1009,Morgan Quinn,London,SIP_SHORTCODE,TERMINATING,+13125551005,+155509948,Morgan Quinn,+155509948,rnd-321-7,ConsultativeTransfer,HuntGroup,True,Yes,Success,Success,,always-pause-resume,2026-08-25
2026-08-08 15:13:40,2071,Morgan Quinn,Chicago,SIP_ENTERPRISE,TERMINATING,+13125551009,+13125551007,Marcus Webb,Jamie Ortiz,rnd-322-7,,AutomatedAttendantVideo,True,Yes,Success,Success,,always-pause-resume,2026-08-08
2026-08-24 08:25:25,305,Sam Chen,Dallas,SIP_ENTERPRISE,TERMINATING,+13125551001,+13125551006,Jordan Lee,Riley Park,rnd-323-7,HuntGroup,HuntGroup,True,Yes-PostRedirection,Success,Success,success,always-pause-resume,2026-08-24
2026-08-26 00:14:59,31,Marcus Webb,Singapore,SIP_ENTERPRISE,TERMINATING,+13125551008,+13125551006,Priya Nair,Riley Park,rnd-324-7,ConsultativeTransfer,AutomatedAttendantVideo,False,Yes-PostRedirection,Refusal,CallRejected,,,2026-08-26
2026-08-29 03:28:25,1638,Sam Chen,Denver,SIP_ENTERPRISE,TERMINATING,+13125551005,+13125551002,Morgan Quinn,Sam Chen,rnd-325-7,ConsultativeTransfer,User,True,Yes,Success,Success,,always,2026-08-29
2026-09-02 19:45:31,1328,Alex Morgan,Singapore,SIP_NATIONAL,TERMINATING,+13125551000,+155509954,Alex Morgan,+155509954,rnd-326-7,,User,True,No,Success,Success,,always-pause-resume,2026-09-02
2026-08-18 00:01:00,1522,Casey Rivera,Chicago,SIP_INBOUND,TERMINATING,+155509945,+13125551004,+155509945,Casey Rivera,rnd-327-7,CallForwardNoAnswer,CallCenterPremium,True,Yes,Success,Success,,,2026-08-18
2026-08-17 16:40:51,580,Taylor Brooks,Chicago,SIP_ENTERPRISE,ORIGINATING,+13125551004,+13125551001,Casey Rivera,Jordan Lee,rnd-328-7,CallQueue,User,True,No,Success,Success,success,always,2026-08-17
2026-08-07 05:39:36,386,Riley Park,London,SIP_ENTERPRISE,ORIGINATING,+13125551002,+13125551005,Sam Chen,Morgan Quinn,rnd-329-7,Deflection,User,True,Yes,Success,Success,,always,2026-08-07
2026-08-06 16:12:54,1902,Sam Chen,Chicago,SIP_INBOUND,TERMINATING,+155509925,+13125551002,+155509925,Sam Chen,rnd-330-7,HuntGroup,CallCenterPremium,True,No,Success,Success,,always-pause-resume,2026-08-06
2026-08-19 19:56:24,683,Alex Morgan,Dallas,SIP_ENTERPRISE,ORIGINATING,+13125551000,+13125551008,Alex Morgan,Priya Nair,rnd-331-7,,AutomatedAttendantVideo,True,Yes-PostRedirection,Success,Success,,always,2026-08-19
2026-08-19 23:58:48,1626,Marcus Webb,Denver,SIP_MOBILE,TERMINATING,+13125551009,+155509928,Marcus Webb,+155509928,rnd-332-7,ConsultativeTransfer,HuntGroup,True,No,Success,Success,success,always,2026-08-19
2026-08-27 09:51:43,1487,Priya Nair,Chicago,SIP_ENTERPRISE,ORIGINATING,+13125551006,+13125551005,Riley Park,Morgan Quinn,rnd-333-7,HuntGroup,CallCenterPremium,True,Yes,Success,Success,,always-pause-resume,2026-08-27
2026-09-05 19:10:21,2380,Marcus Webb,Chicago,SIP_ENTERPRISE,TERMINATING,+13125551004,+13125551006,Casey Rivera,Riley Park,rnd-334-7,CallForwardNoAnswer,User,True,No,Success,Success,,always,2026-09-05
2026-08-10 14:55:04,1209,Marcus Webb,London,SIP_NATIONAL,TERMINATING,+13125551009,+155509923,Marcus Webb,+155509923,rnd-335-7,CallForwardNoAnswer,User,True,Yes-PostRedirection,Success,Success,,always-pause-resume,2026-08-10
2026-08-19 16:41:51,1843,Casey Rivera,Chicago,SIP_INBOUND,TERMINATING,+155509918,+13125551004,+155509918,Casey Rivera,rnd-336-7,CallForwardNoAnswer,User,True,Yes,Success,Success,,,2026-08-19
2026-09-04 05:39:07,1142,Riley Park,Singapore,SIP_SHORTCODE,ORIGINATING,+13125551006,+155509915,Riley Park,+155509915,rnd-337-7,CallForwardNoAnswer,User,True,Yes-PostRedirection,Success,Success,,,2026-09-04
2026-08-28 20:17:19,2079,Riley Park,Dallas,SIP_INTERNATIONAL,TERMINATING,+13125551006,+155509969,Riley Park,+155509969,rnd-338-7,CallQueue,HuntGroup,False,No,Refusal,CallRejected,success,always-pause-resume,2026-08-28
2026-09-01 00:52:33,766,Sam Chen,Chicago,SIP_INBOUND,TERMINATING,+155509938,+13125551002,+155509938,Sam Chen,rnd-339-7,CallForwardNoAnswer,User,True,Yes,Success,Success,,always,2026-09-01
2026-09-03 02:23:19,2187,Jordan Lee,London,SIP_INBOUND,ORIGINATING,+155509950,+13125551001,+155509950,Jordan Lee,rnd-340-7,SimultaneousRingPersonal,User,True,Yes-PostRedirection,Success,Success,,always-pause-resume,2026-09-03
2026-08-20 21:46:05,662,Taylor Brooks,Denver,SIP_ENTERPRISE,TERMINATING,+13125551002,+13125551003,Sam Chen,Taylor Brooks,rnd-341-7,,User,True,Yes-PostRedirection,Success,Success,,always-pause-resume,2026-08-20
2026-08-09 01:35:23,669,Marcus Webb,Denver,SIP_ENTERPRISE,TERMINATING,+13125551001,+13125551003,Jordan Lee,Taylor Brooks,rnd-342-7,HuntGroup,CallCenterPremium,True,Yes-PostRedirection,Success,Success,,,2026-08-09
2026-08-11 12:35:19,1882,Morgan Quinn,Dallas,SIP_NATIONAL,ORIGINATING,+13125551005,+155509971,Morgan Quinn,+155509971,rnd-343-7,ConsultativeTransfer,User,True,Yes,Success,Success,,,2026-08-11
2026-08-11 21:40:22,268,Taylor Brooks,Singapore,SIP_ENTERPRISE,ORIGINATING,+13125551008,+13125551009,Priya Nair,Marcus Webb,rnd-344-7,CallForwardBusy,HuntGroup,True,Yes,Success,Success,success,,2026-08-11
2026-08-14 21:18:08,12,Taylor Brooks,Singapore,SIP_ENTERPRISE,ORIGINATING,+13125551004,+13125551006,Casey Rivera,Riley Park,rnd-345-7,SimultaneousRingPersonal,User,True,Yes-PostRedirection,Success,Success,success,,2026-08-14
2026-08-22 12:22:39,739,Marcus Webb,Dallas,SIP_ENTERPRISE,TERMINATING,+13125551001,+13125551005,Jordan Lee,Morgan Quinn,rnd-346-7,SimultaneousRingPersonal,CallCenterPremium,True,Yes-PostRedirection,Success,Success,,always,2026-08-22
2026-08-08 02:03:26,1112,Riley Park,Chicago,SIP_NATIONAL,TERMINATING,+13125551006,+155509916,Riley Park,+155509916,rnd-347-7,SimultaneousRingPersonal,User,True,No,Success,Success,,,2026-08-08
2026-08-17 07:54:45,2231,Morgan Quinn,Denver,SIP_ENTERPRISE,TERMINATING,+13125551009,+13125551001,Marcus Webb,Jordan Lee,rnd-348-7,CallQueue,AutomatedAttendantVideo,True,No,Success,Success,,always-pause-resume,2026-08-17
2026-08-20 08:42:59,1736,Alex Morgan,Dallas,SIP_NATIONAL,TERMINATING,+13125551000,+155509921,Alex Morgan,+155509921,rnd-349-7,SimultaneousRingPersonal,CallCenterPremium,True,No,Success,Success,success,always-pause-resume,2026-08-20
2026-08-29 17:14:34,2065,Alex Morgan,London,SIP_ENTERPRISE,ORIGINATING,+13125551003,+13125551001,Taylor Brooks,Jordan Lee,rnd-350-7,HuntGroup,User,True,No,Success,Success,,,2026-08-29
2026-08-08 10:39:23,1835,Jordan Lee,Singapore,SIP_NATIONAL,TERMINATING,+13125551001,+155509975,Jordan Lee,+155509975,rnd-351-7,ConsultativeTransfer,AutomatedAttendantVideo,True,Yes,Success,Success,,always-pause-resume,2026-08-08
2026-08-09 19:04:55,1171,Sam Chen,Chicago,SIP_NATIONAL,ORIGINATING,+13125551002,+155509961,Sam Chen,+155509961,rnd-352-7,CallForwardBusy,HuntGroup,True,Yes,Success,Success,success,always-pause-resume,2026-08-09
2026-08-14 00:39:56,19,Taylor Brooks,London,SIP_ENTERPRISE,TERMINATING,+13125551006,+13125551001,Riley Park,Jordan Lee,rnd-353-7,HuntGroup,User,True,Yes,Success,Success,success,always-pause-resume,2026-08-14
2026-08-26 12:06:13,1711,Alex Morgan,London,SIP_ENTERPRISE,ORIGINATING,+13125551001,+13125551000,Jordan Lee,Alex Morgan,rnd-354-7,CallForwardNoAnswer,HuntGroup,True,Yes,Success,Success,,always-pause-resume,2026-08-26
2026-08-21 13:42:42,2035,Taylor Brooks,Chicago,SIP_ENTERPRISE,ORIGINATING,+13125551009,+13125551007,Marcus Webb,Jamie Ortiz,rnd-355-7,CallQueue,CallCenterPremium,True,No,Success,Success,success,always,2026-08-21
2026-08-26 11:01:48,190,Sam Chen,Singapore,SIP_ENTERPRISE,ORIGINATING,+13125551005,+13125551003,Morgan Quinn,Taylor Brooks,rnd-356-7,CallForwardNoAnswer,User,True,Yes,Success,Success,success,,2026-08-26
2026-08-31 17:25:57,1798,Casey Rivera,Dallas,SIP_ENTERPRISE,ORIGINATING,+13125551001,+13125551009,Jordan Lee,Marcus Webb,rnd-357-7,ConsultativeTransfer,HuntGroup,True,No,Success,Success,failed,,2026-08-31
2026-08-09 15:02:20,19,Jordan Lee,Dallas,SIP_NATIONAL,TERMINATING,+13125551001,+155509981,Jordan Lee,+155509981,rnd-358-7,CallForwardBusy,User,True,Yes-PostRedirection,Success,Success,success,always,2026-08-09
2026-08-20 23:19:36,2095,Morgan Quinn,Denver,SIP_ENTERPRISE,ORIGINATING,+13125551008,+13125551002,Priya Nair,Sam Chen,rnd-359-7,SimultaneousRingPersonal,CallCenterPremium,True,Yes-PostRedirection,Success,Success,,,2026-08-20
2026-08-11 17:57:54,1831,Casey Rivera,Chicago,SIP_ENTERPRISE,TERMINATING,+13125551008,+13125551009,Priya Nair,Marcus Webb,rnd-360-7,CallForwardNoAnswer,CallCenterPremium,True,Yes-PostRedirection,Success,Success,,always,2026-08-11
2026-08-31 09:00:31,1471,Taylor Brooks,London,SIP_ENTERPRISE,TERMINATING,+13125551005,+13125551003,Morgan Quinn,Taylor Brooks,rnd-361-7,CallForwardNoAnswer,HuntGroup,True,No,Success,Success,success,,2026-08-31
2026-08-06 12:28:08,1682,Morgan Quinn,Denver,SIP_ENTERPRISE,TERMINATING,+13125551004,+13125551003,Casey Rivera,Taylor Brooks,rnd-362-7,,User,False,Yes-PostRedirection,Refusal,CallRejected,,,2026-08-06
