User Name,Start Time,Location,Call Quality,Duration(s),Audio Packet Loss (%),Audio Latency (ms),Call Type
Priya Nair,2026-08-07 14:42:57,London,Fair,2048,0.54,82,SIP_INBOUND
Jamie Ortiz,2026-08-20 14:55:31,Denver,Fair,1060,0.28,41,SIP_MOBILE
Alex Morgan,2026-08-23 09:16:23,Singapore,Good,1825,0.15,57,SIP_ENTERPRISE
Marcus Webb,2026-08-18 19:18:49,Denver,Good,668,0.12,70,SIP_INBOUND
Taylor Brooks,2026-08-16 01:03:22,London,Good,2293,0.32,55,SIP_INBOUND
Casey Rivera,2026-08-11 12:21:04,London,Good,1680,0.56,57,SIP_ENTERPRISE
Jamie Ortiz,2026-08-09 15:38:13,London,Good,1574,0.34,64,SIP_ENTERPRISE
Jordan Lee,2026-08-31 10:58:58,London,Fair,1667,0.55,40,SIP_INBOUND
Alex Morgan,2026-08-21 06:37:46,Denver,Poor,1939,0.84,341,SIP_NATIONAL
Riley Park,2026-08-16 20:20:36,Denver,Good,1107,0.12,84,SIP_ENTERPRISE
Priya Nair,2026-08-06 17:27:56,London,Poor,81,3.0,258,SIP_ENTERPRISE
Riley Park,2026-08-28 13:47:06,Denver,Good,1038,0.4,76,SIP_ENTERPRISE
Taylor Brooks,2026-08-24 12:36:33,Singapore,Good,1233,0.2,89,SIP_ENTERPRISE
Marcus Webb,2026-08-13 20:55:52,Dallas,Good,259,0.57,43,SIP_ENTERPRISE
Jamie Ortiz,2026-08-09 07:48:08,London,Good,1033,0.79,81,SIP_INBOUND
Jordan Lee,2026-08-31 17:49:34,Denver,Fair,2111,0.7,27,UNKNOWN
Taylor Brooks,2026-08-27 06:56:39,Chicago,Good,1115,0.43,26,SIP_ENTERPRISE
Casey Rivera,2026-08-15 22:12:03,Dallas,Good,408,0.61,73,SIP_ENTERPRISE
Casey Rivera,2026-08-26 09:03:24,Dallas,Good,1342,0.2,83,SIP_MOBILE
Morgan Quinn,2026-09-02 08:50:46,Chicago,Good,1803,0.35,38,SIP_ENTERPRISE
Jamie Ortiz,2026-08-19 01:14:16,Chicago,Fair,1409,0.59,42,SIP_ENTERPRISE
Casey Rivera,2026-08-21 21:22:10,Denver,Good,2089,0.33,76,SIP_ENTERPRISE
Morgan Quinn,2026-08-15 09:44:18,London,Good,328,0.65,74,SIP_INBOUND
Riley Park,2026-08-30 18:26:06,London,Good,2267,0.7,47,SIP_INBOUND
Jamie Ortiz,2026-09-01 17:14:44,London,Fair,585,0.75,49,UNKNOWN
Morgan Quinn,2026-08-20 21:53:39,Dallas,Good,454,0.12,54,SIP_ENTERPRISE
Alex Morgan,2026-08-29 05:35:09,Dallas,Good,136,0.26,69,SIP_ENTERPRISE
Jordan Lee,2026-08-12 14:31:58,Denver,Good,2335,0.71,37,SIP_ENTERPRISE
Taylor Brooks,2026-08-06 16:41:37,Singapore,Fair,606,0.68,64,SIP_ENTERPRISE
Jordan Lee,2026-09-02 03:04:00,Chicago,Good,393,0.44,58,SIP_INBOUND
Alex Morgan,2026-09-01 02:03:24,Denver,Good,507,0.39,38,SIP_NATIONAL
Priya Nair,2026-08-27 09:24:37,Denver,Fair,377,0.18,55,SIP_MOBILE
Alex Morgan,2026-08-31 20:07:20,Singapore,Good,1427,0.51,34,SIP_ENTERPRISE
Morgan Quinn,2026-08-30 13:03:15,Singapore,Good,2019,0.27,34,SIP_INBOUND
Priya Nair,2026-09-02 14:54:47,Singapore,Fair,485,0.8,71,SIP_ENTERPRISE
Casey Rivera,2026-08-27 15:30:00,Chicago,Fair,924,0.12,41,SIP_ENTERPRISE
Jordan Lee,2026-08-26 23:35:53,Denver,Good,676,0.35,34,SIP_ENTERPRISE
Jamie Ortiz,2026-08-06 23:39:44,Singapore,Good,403,0.52,37,SIP_ENTERPRISE
Taylor Brooks,2026-08-29 01:14:16,Dallas,Poor,129,3.83,168,SIP_ENTERPRISE
Taylor Brooks,2026-08-22 04:59:00,Dallas,Fair,1048,0.21,70,SIP_INBOUND
Casey Rivera,2026-08-08 09:38:20,Denver,Good,2330,0.13,85,SIP_ENTERPRISE
Jordan Lee,2026-08-31 14:31:56,Singapore,Good,1420,0.21,44,SIP_ENTERPRISE
Jordan Lee,2026-08-23 02:46:14,Singapore,Good,1355,0.32,46,SIP_ENTERPRISE
Jordan Lee,2026-08-07 23:08:13,Chicago,Good,1829,0.03,41,SIP_ENTERPRISE
Taylor Brooks,2026-08-29 01:50:43,Denver,Good,173,0.6,55,SIP_INBOUND
Morgan Quinn,2026-08-28 08:25:01,Chicago,Good,613,0.1,64,SIP_ENTERPRISE
Priya Nair,2026-08-24 16:50:22,London,Good,2333,0.6,45,SIP_INBOUND
Riley Park,2026-08-23 11:45:56,Dallas,Fair,130,0.75,61,SIP_ENTERPRISE
Alex Morgan,2026-08-14 01:14:11,Singapore,Good,2325,0.68,86,SIP_NATIONAL
Taylor Brooks,2026-08-20 21:39:01,Singapore,Good,721,0.47,37,SIP_MOBILE
Taylor Brooks,2026-08-10 04:15:26,Singapore,Good,2345,0.34,61,SIP_ENTERPRISE
Casey Rivera,2026-08-27 19:23:03,Dallas,Poor,2092,3.39,140,SIP_ENTERPRISE
Priya Nair,2026-08-21 18:04:05,Dallas,Fair,2148,0.63,26,SIP_NATIONAL
Jordan Lee,2026-08-27 08:32:19,Dallas,Fair,519,0.13,75,SIP_NATIONAL
Taylor Brooks,2026-08-06 01:17:15,Denver,Good,329,0.59,26,SIP_NATIONAL
Jamie Ortiz,2026-08-08 21:44:16,Dallas,Fair,950,0.66,69,SIP_ENTERPRISE
Casey Rivera,2026-08-14 10:56:03,London,Good,2301,0.61,42,SIP_ENTERPRISE
Jamie Ortiz,2026-08-26 16:03:42,Singapore,Good,2121,0.05,79,SIP_ENTERPRISE
Morgan Quinn,2026-08-24 20:43:35,Singapore,Good,1342,0.62,47,SIP_ENTERPRISE
Alex Morgan,2026-08-20 08:42:59,Dallas,Good,1736,0.58,72,SIP_NATIONAL
Marcus Webb,2026-08-21 22:15:40,Denver,Good,1039,0.03,72,SIP_INTERNATIONAL
Riley Park,2026-08-17 14:44:20,Denver,Fair,456,0.49,37,SIP_ENTERPRISE
Casey Rivera,2026-08-18 21:13:59,Dallas,Fair,70,0.69,23,SIP_ENTERPRISE
Casey Rivera,2026-08-18 08:57:58,London,Fair,52,0.77,24,SIP_ENTERPRISE
Marcus Webb,2026-08-19 12:30:49,London,Good,534,0.52,63,SIP_ENTERPRISE
Jamie Ortiz,2026-08-21 22:30:31,Singapore,Fair,1731,0.58,83,SIP_SHORTCODE
Sam Chen,2026-08-30 06:01:20,Dallas,Poor,1497,0.76,132,SIP_MOBILE
Morgan Quinn,2026-08-28 00:08:47,Dallas,Good,1874,0.76,32,SIP_ENTERPRISE
Alex Morgan,2026-08-25 03:41:20,London,Good,1543,0.51,30,SIP_ENTERPRISE
Jamie Ortiz,2026-08-09 20:32:47,Dallas,Good,2007,0.61,70,SIP_NATIONAL
Sam Chen,2026-08-16 10:33:58,Chicago,Good,1663,0.11,21,SIP_ENTERPRISE
Marcus Webb,2026-08-27 15:05:56,London,Fair,56,0.09,66,SIP_INTERNATIONAL
Jordan Lee,2026-08-31 20:39:14,Denver,Fair,487,0.78,47,SIP_ENTERPRISE
Jamie Ortiz,2026-08-12 17:49:06,Dallas,Good,2391,0.44,58,SIP_ENTERPRISE
Alex Morgan,2026-08-30 10:02:20,Denver,Fair,1570,0.19,46,SIP_NATIONAL
Priya Nair,2026-08-09 02:35:53,Denver,Good,1870,0.13,68,SIP_MOBILE
Jordan Lee,2026-08-22 14:15:16,London,Good,2303,0.11,30,SIP_INBOUND
Riley Park,2026-09-01 01:22:51,Chicago,Poor,744,4.11,156,SIP_ENTERPRISE
Taylor Brooks,2026-08-29 14:01:59,Dallas,Good,1501,0.61,61,SIP_INTERNATIONAL
Sam Chen,2026-08-11 11:44:59,Denver,Fair,2292,0.05,73,SIP_MOBILE
Alex Morgan,2026-09-05 19:38:22,Chicago,Good,1926,0.33,61,SIP_INBOUND
Alex Morgan,2026-08-25 03:41:22,Chicago,Fair,1037,0.73,83,SIP_ENTERPRISE
Alex Morgan,2026-08-24 05:08:08,London,Fair,715,0.09,20,SIP_INBOUND
Marcus Webb,2026-08-12 12:39:51,Singapore,Fair,1330,0.67,87,SIP_ENTERPRISE
Casey Rivera,2026-08-30 22:18:09,Chicago,Good,2362,0.02,69,SIP_INTERNATIONAL
Jordan Lee,2026-08-23 13:57:00,Chicago,Fair,380,0.73,52,SIP_INTERNATIONAL
Sam Chen,2026-08-22 17:56:07,Singapore,Good,188,0.17,84,SIP_NATIONAL
Sam Chen,2026-09-05 02:19:21,Chicago,Good,1566,0.15,46,SIP_ENTERPRISE
Riley Park,2026-08-18 18:30:04,London,Good,630,0.24,41,SIP_ENTERPRISE
Priya Nair,2026-08-09 21:23:03,Chicago,Good,2227,0.51,42,SIP_NATIONAL
Priya Nair,2026-08-26 19:37:59,Chicago,Good,1162,0.49,65,SIP_NATIONAL
Jamie Ortiz,2026-08-26 22:43:10,Dallas,Good,2223,0.36,29,SIP_ENTERPRISE
Jordan Lee,2026-08-07 18:26:02,London,Fair,2399,0.05,32,SIP_SHORTCODE
Marcus Webb,2026-08-06 10:30:46,Dallas,Fair,1952,0.55,43,SIP_ENTERPRISE
Priya Nair,2026-08-30 20:21:29,Dallas,Good,8,0.47,22,SIP_ENTERPRISE
Marcus Webb,2026-08-17 17:50:38,Denver,Good,2329,0.46,43,SIP_ENTERPRISE
Jamie Ortiz,2026-09-02 19:33:33,Singapore,Good,2258,0.37,49,SIP_INBOUND
Priya Nair,2026-08-08 13:11:14,Chicago,Good,227,0.18,66,SIP_NATIONAL
Jamie Ortiz,2026-08-27 19:37:04,Denver,Good,756,0.7,84,SIP_ENTERPRISE
Sam Chen,2026-08-11 19:04:53,Singapore,Good,2102,0.39,80,SIP_NATIONAL
Alex Morgan,2026-09-01 19:04:10,Chicago,Good,1957,0.19,52,SIP_INBOUND
Marcus Webb,2026-08-28 08:16:08,Dallas,Good,1121,0.39,52,SIP_NATIONAL
Alex Morgan,2026-08-08 02:19:32,Denver,Good,1803,0.16,24,SIP_INTERNATIONAL
Sam Chen,2026-08-30 17:55:17,Chicago,Fair,539,0.64,56,SIP_NATIONAL
Morgan Quinn,2026-08-24 17:56:21,Singapore,Good,880,0.54,27,SIP_ENTERPRISE
Morgan Quinn,2026-08-31 11:05:46,Chicago,Good,173,0.38,49,SIP_ENTERPRISE
Marcus Webb,2026-09-01 08:08:31,Chicago,Good,817,0.48,88,SIP_MOBILE
Jamie Ortiz,2026-08-18 16:09:54,Chicago,Good,625,0.09,66,SIP_INTERNATIONAL
Jordan Lee,2026-08-21 17:07:43,Singapore,Good,788,0.21,54,SIP_ENTERPRISE
Priya Nair,2026-08-28 15:25:09,Denver,Good,1051,0.11,46,SIP_ENTERPRISE
Marcus Webb,2026-08-29 22:57:17,London,Good,2174,0.8,78,SIP_ENTERPRISE
Sam Chen,2026-08-26 10:17:48,London,Fair,679,0.23,86,SIP_ENTERPRISE
Alex Morgan,2026-08-11 21:13:03,Denver,Good,377,0.31,36,SIP_ENTERPRISE
Marcus Webb,2026-08-12 09:12:15,Singapore,Good,936,0.55,66,SIP_INBOUND
Priya Nair,2026-08-26 12:52:52,London,Good,2059,0.22,70,SIP_NATIONAL
Alex Morgan,2026-08-25 10:24:35,Chicago,Good,366,0.49,56,SIP_ENTERPRISE
Taylor Brooks,2026-08-25 11:26:17,Singapore,Good,2132,0.02,37,SIP_ENTERPRISE
Jordan Lee,2026-08-06 19:22:11,Chicago,Fair,97,0.77,20,SIP_ENTERPRISE
Marcus Webb,2026-08-15 20:57:32,Dallas,Good,669,0.56,48,SIP_MOBILE
Morgan Quinn,2026-08-10 08:41:10,Chicago,Good,1362,0.67,30,SIP_ENTERPRISE
Morgan Quinn,2026-08-11 12:08:05,Singapore,Good,1746,0.24,79,SIP_ENTERPRISE
Priya Nair,2026-08-21 09:52:44,Dallas,Good,2045,0.74,60,SIP_ENTERPRISE
Jamie Ortiz,2026-08-12 02:56:30,Denver,Fair,1698,0.11,76,SIP_NATIONAL
Riley Park,2026-08-07 15:05:04,Singapore,Fair,1091,0.0,31,SIP_INBOUND
Alex Morgan,2026-08-07 00:06:30,Denver,Good,801,0.41,32,SIP_INBOUND
Priya Nair,2026-09-03 03:56:22,Denver,Good,1817,0.06,78,SIP_ENTERPRISE
Marcus Webb,2026-08-24 12:25:45,Dallas,Good,1934,0.24,89,SIP_ENTERPRISE
Riley Park,2026-08-15 06:53:52,London,Fair,901,0.15,45,SIP_NATIONAL
Jamie Ortiz,2026-08-10 01:38:02,Denver,Fair,1273,0.15,86,SIP_ENTERPRISE
Jamie Ortiz,2026-08-25 13:19:39,Dallas,Good,407,0.56,37,SIP_ENTERPRISE
Morgan Quinn,2026-08-20 08:49:15,Dallas,Good,752,0.73,74,SIP_NATIONAL
Taylor Brooks,2026-08-23 21:06:26,Dallas,Good,1297,0.67,46,SIP_MOBILE
Jamie Ortiz,2026-09-03 12:49:57,Chicago,Good,2340,0.22,29,SIP_INBOUND
Morgan Quinn,2026-08-23 11:01:53,Denver,Fair,1382,0.63,51,SIP_ENTERPRISE
Taylor Brooks,2026-08-28 06:42:36,Denver,Fair,180,0.61,72,SIP_INBOUND
Jamie Ortiz,2026-08-29 00:02:18,Denver,Fair,2377,0.21,69,SIP_ENTERPRISE
Taylor Brooks,2026-08-26 03:26:20,London,Fair,884,0.7,23,SIP_ENTERPRISE
Taylor Brooks,2026-09-04 18:29:48,Denver,Good,1525,0.2,60,SIP_ENTERPRISE
Marcus Webb,2026-08-18 23:04:09,Singapore,Good,2228,0.23,46,SIP_ENTERPRISE
Casey Rivera,2026-08-14 01:08:11,London,Fair,849,0.14,48,SIP_INBOUND
Alex Morgan,2026-08-28 18:08:08,London,Good,168,0.16,75,SIP_INBOUND
Priya Nair,2026-08-30 02:07:17,Chicago,Good,2216,0.46,32,SIP_ENTERPRISE
Sam Chen,2026-08-14 00:36:19,Dallas,Poor,1930,1.98,206,SIP_ENTERPRISE
Taylor Brooks,2026-09-04 21:04:58,Chicago,Good,2321,0.53,50,SIP_INBOUND
Priya Nair,2026-08-18 06:40:32,Singapore,Fair,952,0.39,82,SIP_SHORTCODE
Jordan Lee,2026-08-22 14:32:41,Dallas,Fair,2287,0.37,60,SIP_ENTERPRISE
Jordan Lee,2026-08-22 01:19:23,Denver,Fair,82,0.07,56,SIP_INTERNATIONAL
Riley Park,2026-08-21 15:33:25,Chicago,Good,86,0.06,73,SIP_ENTERPRISE
Morgan Quinn,2026-09-05 03:25:52,Denver,Fair,1477,0.17,77,SIP_INBOUND
Morgan Quinn,2026-09-02 00:43:04,Dallas,Good,2127,0.53,78,SIP_ENTERPRISE
Casey Rivera,2026-08-07 10:28:11,Chicago,Good,2220,0.13,37,SIP_NATIONAL
Riley Park,2026-08-08 02:47:31,Denver,Good,2056,0.62,22,SIP_ENTERPRISE
Jamie Ortiz,2026-08-20 17:25:59,Singapore,Fair,1996,0.7,65,SIP_ENTERPRISE
Jamie Ortiz,2026-08-23 01:58:49,Dallas,Good,1836,0.72,53,SIP_ENTERPRISE
Priya Nair,2026-08-07 08:30:22,Denver,Good,719,0.76,84,SIP_INBOUND
Jordan Lee,2026-08-08 19:12:33,London,Good,2035,0.75,48,SIP_ENTERPRISE
Taylor Brooks,2026-08-16 09:39:00,London,Good,1704,0.09,29,SIP_ENTERPRISE
Marcus Webb,2026-08-13 01:28:44,Denver,Good,1312,0.62,86,SIP_ENTERPRISE
Morgan Quinn,2026-08-31 11:00:11,Denver,Fair,2298,0.41,79,SIP_SHORTCODE
Priya Nair,2026-08-09 07:55:44,Chicago,Poor,2393,3.3,261,SIP_ENTERPRISE
Alex Morgan,2026-08-06 18:14:32,Denver,Poor,207,4.02,326,SIP_ENTERPRISE
Sam Chen,2026-09-01 03:51:07,London,Fair,1250,0.46,64,SIP_ENTERPRISE
Casey Rivera,2026-08-26 12:18:30,London,Good,393,0.25,88,SIP_MOBILE
Jamie Ortiz,2026-08-08 01:34:01,Chicago,Good,1394,0.37,69,SIP_MOBILE
Taylor Brooks,2026-08-19 13:04:27,Singapore,Poor,576,1.13,224,SIP_ENTERPRISE
Jamie Ortiz,2026-08-12 16:32:48,Dallas,Fair,1063,0.56,70,SIP_NATIONAL
Casey Rivera,2026-08-19 12:25:36,Chicago,Good,22,0.38,65,SIP_ENTERPRISE
Jordan Lee,2026-08-17 11:53:32,Singapore,Poor,168,1.42,198,SIP_ENTERPRISE
Morgan Quinn,2026-09-03 06:43:43,Dallas,Fair,515,0.48,88,SIP_ENTERPRISE
Jamie Ortiz,2026-08-26 05:17:22,Dallas,Poor,1179,1.87,181,SIP_INBOUND
Morgan Quinn,2026-08-27 11:13:44,London,Poor,857,1.95,290,SIP_INBOUND
Alex Morgan,2026-08-25 17:52:12,Singapore,Good,2389,0.56,87,SIP_MOBILE
Jamie Ortiz,2026-09-02 04:30:00,Denver,Fair,2025,0.07,49,SIP_ENTERPRISE
Riley Park,2026-08-09 00:50:05,Denver,Fair,1304,0.17,21,SIP_ENTERPRISE
Priya Nair,2026-09-01 22:43:34,London,Good,587,0.76,67,SIP_MOBILE
Casey Rivera,2026-09-04 17:33:24,Chicago,Good,1915,0.33,42,SIP_MOBILE
Jordan Lee,2026-08-28 15:14:56,Chicago,Good,1510,0.48,39,SIP_NATIONAL
Sam Chen,2026-08-25 10:17:51,Denver,Fair,1733,0.62,87,SIP_ENTERPRISE
Morgan Quinn,2026-08-18 21:31:28,London,Fair,1095,0.28,89,SIP_ENTERPRISE
Sam Chen,2026-08-18 04:04:05,London,Fair,1616,0.48,67,SIP_ENTERPRISE
Casey Rivera,2026-08-13 06:27:06,Chicago,Fair,1198,0.29,48,SIP_NATIONAL
Alex Morgan,2026-09-02 12:05:59,Chicago,Good,843,0.57,68,SIP_ENTERPRISE
Marcus Webb,2026-08-12 16:56:16,Singapore,Good,183,0.71,21,SIP_MOBILE
Riley Park,2026-08-16 20:43:11,Denver,Fair,252,0.6,44,SIP_INBOUND
Marcus Webb,2026-08-28 01:50:20,London,Good,1714,0.68,83,SIP_ENTERPRISE
Sam Chen,2026-08-24 07:33:51,Singapore,Good,1947,0.7,33,SIP_ENTERPRISE
Sam Chen,2026-08-31 20:08:15,Denver,Fair,5,0.39,27,SIP_ENTERPRISE
Morgan Quinn,2026-08-23 09:25:17,London,Good,344,0.37,49,SIP_ENTERPRISE
Marcus Webb,2026-08-15 23:23:26,Singapore,Good,915,0.23,34,SIP_ENTERPRISE
Jamie Ortiz,2026-08-10 22:53:39,Chicago,Good,875,0.22,42,SIP_INTERNATIONAL
Casey Rivera,2026-08-27 21:51:26,London,Fair,1445,0.26,21,SIP_ENTERPRISE
Sam Chen,2026-08-27 17:06:49,Singapore,Fair,32,0.05,48,SIP_ENTERPRISE
Riley Park,2026-08-10 05:10:51,Chicago,Good,1928,0.56,78,SIP_ENTERPRISE
Riley Park,2026-08-18 07:29:50,Denver,Good,139,0.21,46,SIP_ENTERPRISE
Taylor Brooks,2026-08-23 16:19:59,London,Fair,323,0.08,42,SIP_ENTERPRISE
Casey Rivera,2026-08-28 19:19:50,Dallas,Fair,877,0.19,79,SIP_ENTERPRISE
Alex Morgan,2026-08-30 18:02:31,Chicago,Good,410,0.58,25,SIP_ENTERPRISE
Jordan Lee,2026-08-15 07:43:28,Dallas,Fair,1808,0.16,77,SIP_NATIONAL
Riley Park,2026-08-23 11:18:07,Denver,Good,1070,0.1,82,SIP_INTERNATIONAL
Priya Nair,2026-08-18 11:58:36,London,Fair,774,0.16,83,SIP_INBOUND
Priya Nair,2026-08-31 22:53:24,London,Fair,233,0.76,41,SIP_ENTERPRISE
Jamie Ortiz,2026-08-28 23:22:58,London,Good,1279,0.57,53,SIP_ENTERPRISE
Priya Nair,2026-08-30 08:04:36,Dallas,Good,1279,0.64,30,SIP_NATIONAL
Riley Park,2026-09-02 09:53:39,Singapore,Good,2254,0.47,21,SIP_NATIONAL
Jamie Ortiz,2026-08-28 00:59:44,Singapore,Fair,604,0.53,56,SIP_NATIONAL
Jamie Ortiz,2026-08-06 01:05:25,Denver,Good,86,0.06,76,SIP_ENTERPRISE
Casey Rivera,2026-08-19 09:50:45,Denver,Fair,2118,0.14,46,SIP_ENTERPRISE
Sam Chen,2026-08-14 04:15:38,Singapore,Fair,1298,0.55,75,SIP_ENTERPRISE
Taylor Brooks,2026-08-11 01:07:10,Dallas,Good,1772,0.27,75,SIP_INBOUND
Alex Morgan,2026-08-24 18:09:18,Singapore,Good,2319,0.63,68,SIP_ENTERPRISE
Priya Nair,2026-08-14 17:11:12,Dallas,Fair,550,0.35,50,SIP_NATIONAL
Priya Nair,2026-08-29 21:42:54,London,Fair,543,0.76,64,SIP_ENTERPRISE
Alex Morgan,2026-08-16 15:12:43,Dallas,Good,364,0.15,39,SIP_MOBILE
Jordan Lee,2026-08-20 13:03:37,Singapore,Fair,889,0.69,73,SIP_INTERNATIONAL
Taylor Brooks,2026-08-28 22:36:11,London,Good,809,0.69,61,SIP_ENTERPRISE
Alex Morgan,2026-08-07 17:05:11,Denver,Fair,1043,0.39,45,SIP_NATIONAL
Alex Morgan,2026-08-18 18:36:37,Dallas,Good,548,0.02,30,SIP_INBOUND
Priya Nair,2026-08-14 12:11:17,Chicago,Good,2102,0.15,89,SIP_ENTERPRISE
Priya Nair,2026-09-03 11:24:26,Singapore,Good,498,0.3,28,SIP_ENTERPRISE
Sam Chen,2026-08-30 07:59:49,London,Poor,428,1.45,284,SIP_INBOUND
Jordan Lee,2026-08-14 09:25:04,Dallas,Poor,8,0.25,200,SIP_ENTERPRISE
Taylor Brooks,2026-08-06 00:18:26,Singapore,Good,63,0.12,75,SIP_NATIONAL
Riley Park,2026-08-15 08:33:15,Singapore,Fair,354,0.45,63,SIP_ENTERPRISE
Alex Morgan,2026-09-01 11:33:57,Denver,Good,614,0.07,66,SIP_ENTERPRISE
Jordan Lee,2026-09-01 05:13:10,Denver,Good,2392,0.49,66,SIP_NATIONAL
Alex Morgan,2026-08-10 21:00:59,Denver,Fair,581,0.56,50,SIP_MOBILE
Jordan Lee,2026-08-22 12:09:34,Singapore,Fair,1374,0.75,84,SIP_INBOUND
Taylor Brooks,2026-09-01 23:02:34,London,Good,344,0.75,62,UNKNOWN
Casey Rivera,2026-08-31 02:23:58,London,Fair,764,0.64,35,SIP_INBOUND
Jamie Ortiz,2026-08-20 17:13:24,Denver,Good,170,0.29,34,SIP_NATIONAL
Priya Nair,2026-08-11 03:04:45,Denver,Good,955,0.57,74,SIP_NATIONAL
Taylor Brooks,2026-08-21 20:46:25,Dallas,Good,1650,0.6,20,SIP_NATIONAL
Sam Chen,2026-08-18 04:02:07,Denver,Fair,948,0.27,68,SIP_INBOUND
Marcus Webb,2026-09-03 09:33:06,Denver,Good,2168,0.43,30,SIP_ENTERPRISE
Jordan Lee,2026-08-24 12:39:44,London,Fair,1275,0.32,84,SIP_ENTERPRISE
Casey Rivera,2026-08-12 20:45:12,Chicago,Fair,2035,0.75,82,SIP_NATIONAL
Alex Morgan,2026-08-12 10:28:52,Dallas,Fair,1282,0.15,45,SIP_NATIONAL
Priya Nair,2026-08-27 01:57:25,London,Good,1109,0.52,21,SIP_ENTERPRISE
Alex Morgan,2026-08-10 09:46:53,Singapore,Good,263,0.25,66,SIP_NATIONAL
Jordan Lee,2026-09-01 05:09:56,Dallas,Fair,1282,0.1,53,SIP_ENTERPRISE
Jamie Ortiz,2026-08-16 15:25:06,London,Good,184,0.11,55,SIP_ENTERPRISE
Taylor Brooks,2026-08-26 16:30:43,London,Good,144,0.11,42,SIP_MOBILE
Jordan Lee,2026-08-20 12:55:59,Dallas,Good,643,0.05,37,SIP_ENTERPRISE
Priya Nair,2026-08-29 10:11:02,Chicago,Good,2348,0.42,30,SIP_ENTERPRISE
Alex Morgan,2026-08-23 22:33:24,Denver,Good,34,0.04,30,SIP_ENTERPRISE
Riley Park,2026-08-16 13:00:14,Dallas,Fair,561,0.63,32,SIP_INTERNATIONAL
Alex Morgan,2026-08-09 22:10:23,Singapore,Good,391,0.52,44,SIP_NATIONAL
Priya Nair,2026-08-30 17:00:56,Chicago,Good,845,0.37,70,SIP_NATIONAL
Jamie Ortiz,2026-08-24 13:29:36,Singapore,Fair,434,0.52,63,SIP_ENTERPRISE
Priya Nair,2026-08-25 04:18:12,Dallas,Fair,896,0.28,61,SIP_ENTERPRISE
Jordan Lee,2026-08-28 22:33:57,Denver,Good,1323,0.07,66,SIP_ENTERPRISE
Jamie Ortiz,2026-08-14 18:13:44,Dallas,Good,666,0.27,61,SIP_ENTERPRISE
Morgan Quinn,2026-08-22 19:22:58,Denver,Good,1522,0.42,78,SIP_ENTERPRISE
Riley Park,2026-09-01 15:25:40,Denver,Fair,1059,0.71,40,SIP_INTERNATIONAL
Jamie Ortiz,2026-08-11 19:31:47,Dallas,Good,2274,0.75,32,SIP_INBOUND
Taylor Brooks,2026-08-12 12:56:39,Dallas,Good,2277,0.26,85,SIP_ENTERPRISE
Jordan Lee,2026-08-19 06:37:57,London,Good,1312,0.37,44,SIP_MOBILE
Jamie Ortiz,2026-08-15 11:42:24,Singapore,Good,226,0.1,52,SIP_INTERNATIONAL
Casey Rivera,2026-08-25 17:40:54,Dallas,Good,1885,0.32,71,SIP_NATIONAL
Taylor Brooks,2026-08-31 03:49:05,Chicago,Fair,274,0.18,52,SIP_INBOUND
Priya Nair,2026-08-08 10:05:36,Dallas,Fair,1307,0.65,63,SIP_NATIONAL
Casey Rivera,2026-08-11 05:20:01,Singapore,Fair,1343,0.79,76,SIP_NATIONAL
Marcus Webb,2026-08-14 22:08:26,Singapore,Good,659,0.07,75,SIP_ENTERPRISE
Priya Nair,2026-08-13 04:37:57,Dallas,Good,1065,0.78,32,SIP_ENTERPRISE
Alex Morgan,2026-08-22 01:28:43,Singapore,Good,2220,0.44,37,SIP_INTERNATIONAL
Priya Nair,2026-08-20 15:57:45,Dallas,Good,1937,0.7,51,SIP_ENTERPRISE
Alex Morgan,2026-08-18 00:35:01,Denver,Fair,2377,0.5,48,SIP_ENTERPRISE
Priya Nair,2026-08-22 02:51:07,Chicago,Good,1629,0.62,36,SIP_ENTERPRISE
Morgan Quinn,2026-08-18 06:46:43,Denver,Poor,2378,3.68,300,SIP_ENTERPRISE
Taylor Brooks,2026-08-26 02:23:14,Singapore,Good,1317,0.05,42,SIP_ENTERPRISE
Taylor Brooks,2026-08-27 09:12:29,Dallas,Good,60,0.44,80,SIP_INTERNATIONAL
Casey Rivera,2026-08-11 22:48:40,Singapore,Poor,1106,0.83,263,SIP_ENTERPRISE
Sam Chen,2026-08-19 00:02:16,Chicago,Good,1530,0.2,26,SIP_INBOUND
Riley Park,2026-08-24 17:28:29,Denver,Fair,2162,0.71,36,SIP_ENTERPRISE
Jamie Ortiz,2026-08-10 03:43:34,Chicago,Fair,627,0.31,71,SIP_INBOUND
Jordan Lee,2026-08-28 19:59:12,Singapore,Good,1988,0.43,39,SIP_SHORTCODE
Sam Chen,2026-08-21 15:38:10,Chicago,Good,2319,0.27,71,SIP_ENTERPRISE
Casey Rivera,2026-08-23 20:00:17,Chicago,Good,198,0.76,48,SIP_INTERNATIONAL
Casey Rivera,2026-08-07 20:38:55,Denver,Fair,449,0.71,49,SIP_ENTERPRISE
Priya Nair,2026-09-04 13:48:52,Chicago,Good,2177,0.27,89,SIP_ENTERPRISE
Morgan Quinn,2026-09-05 00:44:19,Dallas,Good,1319,0.42,71,SIP_ENTERPRISE
Morgan Quinn,2026-08-16 18:01:16,Dallas,Poor,1582,1.18,363,SIP_ENTERPRISE
